common,strat_id,psu_id,YEAR,ST,ID_CODE,WAVE,SUB_REG,MODE_FX,AREA_X,kod,sp_code,CLAIM,RELEASE,HARVEST,CLAIM_UNADJ,HARVEST_UNADJ,RELEASE_UNADJ,tot_len_a,wgt_a,tot_len_b1,wgt_b1,region,month,wp_int,fl_reg,wp_catch,tot_cat,wgt_ab1,tot_len,landing,var_id,arx_method,alt_flag,date_published
,2023021257weS:8AM-8PM,2023112571594020230220,2023,12,1594020230220005,1,6,7,2,we,,0,0,0,0,0,0,0,0,0,0,5,02,752.78334593,8,752.78334593,0,0,0,0,2023021257weS:8AM-8PM,,0,05/05/2023
BALLYHOO,2023011257weS:8AM-8PM,2023112571594520230122,2023,12,1594520230122013,1,6,7,2,we,8803010201,0,0,25,0,25,0,0,0,7175,2,5,01,1097.5066346,8,1097.5066346,25,2,7175,25,2023011257weS:8AM-8PM,,0,05/05/2023
HOUNDFISH,2023011257weS:8AM-8PM,2023112571594520230122,2023,12,1594520230122013,1,6,7,2,we,8803020302,0,2,0,0,0,2,0,0,0,0,5,01,1097.5066346,8,1097.5066346,2,0,0,0,2023011257weS:8AM-8PM,,0,05/05/2023
ROUND SCAD,2023011257weS:8AM-8PM,2023112571594520230122,2023,12,1594520230122013,1,6,7,2,we,8835281202,0,0,25,0,25,0,0,0,0,0,5,01,1097.5066346,8,1097.5066346,25,0,0,25,2023011257weS:8AM-8PM,,0,05/05/2023
SAILFISH,2023011257weS:8AM-8PM,2023112571594520230122,2023,12,1594520230122013,1,6,7,2,we,8850060101,0,1,0,0,0,1,0,0,0,0,5,01,1097.5066346,8,1097.5066346,1,0,0,0,2023011257weS:8AM-8PM,,0,05/05/2023
BALLYHOO,2023011257weS:8AM-8PM,2023112571594520230122,2023,12,1594520230122014,1,6,7,2,we,8803010201,0,0,25,0,25,0,0,0,7175,2,5,01,1097.5066346,8,1097.5066346,25,2,7175,25,2023011257weS:8AM-8PM,,0,05/05/2023
HOUNDFISH,2023011257weS:8AM-8PM,2023112571594520230122,2023,12,1594520230122014,1,6,7,2,we,8803020302,0,2,0,0,0,2,0,0,0,0,5,01,1097.5066346,8,1097.5066346,2,0,0,0,2023011257weS:8AM-8PM,,0,05/05/2023
ROUND SCAD,2023011257weS:8AM-8PM,2023112571594520230122,2023,12,1594520230122014,1,6,7,2,we,8835281202,0,0,25,0,25,0,0,0,0,0,5,01,1097.5066346,8,1097.5066346,25,0,0,25,2023011257weS:8AM-8PM,,0,05/05/2023
NURSE SHARK,2023021257wdS:8AM-8PM,2023112571594520230214,2023,12,1594520230214005,1,6,7,2,wd,8707020101,0,1,0,0,0,1,0,0,0,0,5,02,1534.114903,8,1534.114903,1,0,0,0,2023021257wdS:8AM-8PM,,0,05/05/2023
ROCK HIND,2023021257wdS:8AM-8PM,2023112571594520230214,2023,12,1594520230214005,1,6,7,2,wd,8835020402,0,1,0,0,0,1,0,0,0,0,5,02,1534.114903,8,1534.114903,1,0,0,0,2023021257wdS:8AM-8PM,,0,05/05/2023
BLUE RUNNER,2023021257wdS:8AM-8PM,2023112571594520230214,2023,12,1594520230214005,1,6,7,2,wd,8835280306,3,0,0,3,0,0,766,0.94,0,0,5,02,1534.114903,8,1534.114903,3,0.94,766,3,2023021257wdS:8AM-8PM,,0,05/05/2023
REDTAIL SCAD,2023021257wdS:8AM-8PM,2023112571594520230214,2023,12,1594520230214005,1,6,7,2,wd,8835281203,6,0,0,6,0,0,1914,2.328,0,0,5,02,1534.114903,8,1534.114903,6,2.328,1914,6,2023021257wdS:8AM-8PM,,0,05/05/2023
YELLOWTAIL SNAPPER,2023021257wdS:8AM-8PM,2023112571594520230214,2023,12,1594520230214005,1,6,7,2,wd,8835360401,4,2,0,4,0,2,1179,1.58,0,0,5,02,1534.114903,8,1534.114903,6,1.58,1179,4,2023021257wdS:8AM-8PM,,0,05/05/2023
WHITE GRUNT,2023021257wdS:8AM-8PM,2023112571594520230214,2023,12,1594520230214005,1,6,7,2,wd,8835400102,4,0,0,4,0,0,987,1.28,0,0,5,02,1534.114903,8,1534.114903,4,1.28,987,4,2023021257wdS:8AM-8PM,,0,05/05/2023
GREAT BARRACUDA,2023021257wdS:8AM-8PM,2023112571594520230214,2023,12,1594520230214005,1,6,7,2,wd,8837010104,1,0,0,1,0,0,928,4.66,0,0,5,02,1534.114903,8,1534.114903,1,4.66,928,1,2023021257wdS:8AM-8PM,,0,05/05/2023
BLUE PARROTFISH,2023021257wdS:8AM-8PM,2023112571594520230214,2023,12,1594520230214005,1,6,7,2,wd,8839030101,0,2,0,0,0,2,0,0,0,0,5,02,1534.114903,8,1534.114903,2,0,0,0,2023021257wdS:8AM-8PM,,0,05/05/2023
ROCK HIND,2023021257wdS:8AM-8PM,2023112571594520230214,2023,12,1594520230214006,1,6,7,2,wd,8835020402,0,1,0,0,0,1,0,0,0,0,5,02,1534.114903,8,1534.114903,1,0,0,0,2023021257wdS:8AM-8PM,,0,05/05/2023
YELLOWTAIL SNAPPER,2023021257wdS:8AM-8PM,2023112571594520230214,2023,12,1594520230214006,1,6,7,2,wd,8835360401,0,1,0,0,0,1,0,0,0,0,5,02,1534.114903,8,1534.114903,1,0,0,0,2023021257wdS:8AM-8PM,,0,05/05/2023
BLUE PARROTFISH,2023021257wdS:8AM-8PM,2023112571594520230214,2023,12,1594520230214006,1,6,7,2,wd,8839030101,0,2,0,0,0,2,0,0,0,0,5,02,1534.114903,8,1534.114903,2,0,0,0,2023021257wdS:8AM-8PM,,0,05/05/2023
MUTTON SNAPPER,2023021257wdS:8AM-8PM,2023112571594520230214,2023,12,1594520230214010,1,6,7,2,wd,8835360103,0,1,0,0,0,1,0,0,0,0,5,02,1534.114903,8,1534.114903,1,0,0,0,2023021257wdS:8AM-8PM,,0,05/05/2023
VERMILION SNAPPER,2023021257wdS:8AM-8PM,2023112571594520230214,2023,12,1594520230214010,1,6,7,2,wd,8835360501,1,0,0,1,0,0,275,0.32,0,0,5,02,1534.114903,8,1534.114903,1,0.32,275,1,2023021257wdS:8AM-8PM,,0,05/05/2023
JOLTHEAD PORGY,2023021257wdS:8AM-8PM,2023112571594520230214,2023,12,1594520230214010,1,6,7,2,wd,8835430502,1,0,0,1,0,0,256,0.4,0,0,5,02,1534.114903,8,1534.114903,1,0.4,256,1,2023021257wdS:8AM-8PM,,0,05/05/2023
LITTLE TUNNY,2023021257wdS:8AM-8PM,2023112571594520230214,2023,12,1594520230214010,1,6,7,2,wd,8850030102,1,0,0,1,0,0,546,2.76,0,0,5,02,1534.114903,8,1534.114903,1,2.76,546,1,2023021257wdS:8AM-8PM,,0,05/05/2023
GRAY TRIGGERFISH,2023021257wdS:8AM-8PM,2023112571594520230214,2023,12,1594520230214010,1,6,7,2,wd,8860020201,0,1,0,0,0,1,0,0,0,0,5,02,1534.114903,8,1534.114903,1,0,0,0,2023021257wdS:8AM-8PM,,0,05/05/2023
MUTTON SNAPPER,2023021257wdS:8AM-8PM,2023112571594520230214,2023,12,1594520230214011,1,6,7,2,wd,8835360103,0,1,0,0,0,1,0,0,0,0,5,02,1534.114903,8,1534.114903,1,0,0,0,2023021257wdS:8AM-8PM,,0,05/05/2023
MUTTON SNAPPER,2023021257wdS:8AM-8PM,2023112571594520230214,2023,12,1594520230214012,1,6,7,2,wd,8835360103,0,1,0,0,0,1,0,0,0,0,5,02,1534.114903,8,1534.114903,1,0,0,0,2023021257wdS:8AM-8PM,,0,05/05/2023
MUTTON SNAPPER,2023021257wdS:8AM-8PM,2023112571594520230214,2023,12,1594520230214013,1,6,7,2,wd,8835360103,0,1,0,0,0,1,0,0,0,0,5,02,1534.114903,8,1534.114903,1,0,0,0,2023021257wdS:8AM-8PM,,0,05/05/2023
SWORDFISH,2023021257wdS:8AM-8PM,2023112571594520230214,2023,12,1594520230214016,1,6,7,2,wd,8850040101,1,0,0,1,0,0,2235,54.311281073,0,0,5,02,1534.114903,8,1534.114903,1,54.311281073,2235,1,2023021257wdS:8AM-8PM,,0,05/05/2023
,2023021257wdS:8AM-8PM,2023112571594520230214,2023,12,1594520230214017,1,6,7,2,wd,,0,0,0,0,0,0,0,0,0,0,5,02,1534.114903,8,1534.114903,0,0,0,0,2023021257wdS:8AM-8PM,,0,05/05/2023
,2023021257wdS:8AM-8PM,2023112571594520230214,2023,12,1594520230214018,1,6,7,2,wd,,0,0,0,0,0,0,0,0,0,0,5,02,1534.114903,8,1534.114903,0,0,0,0,2023021257wdS:8AM-8PM,,0,05/05/2023
,2023021257wdS:8AM-8PM,2023112571594520230214,2023,12,1594520230214019,1,6,7,2,wd,,0,0,0,0,0,0,0,0,0,0,5,02,1534.114903,8,1534.114903,0,0,0,0,2023021257wdS:8AM-8PM,,0,05/05/2023
,2023021257wdS:8AM-8PM,2023112571594520230214,2023,12,1594520230214020,1,6,7,2,wd,,0,0,0,0,0,0,0,0,0,0,5,02,1534.114903,8,1534.114903,0,0,0,0,2023021257wdS:8AM-8PM,,0,05/05/2023
GRAY SNAPPER,2023021257weS:8AM-8PM,2023112571594520230220,2023,12,1594520230220008,1,6,7,2,we,8835360102,0,1,0,0,0,1,0,0,0,0,5,02,901.87276093,8,901.87276093,1,0,0,0,2023021257weS:8AM-8PM,,0,05/05/2023
GROUPER GENUS (EPINEPHELUS),2023021257weS:8AM-8PM,2023112571594520230220,2023,12,1594520230220009,1,6,7,2,we,8835020400,0,1,0,0,0,1,0,0,0,0,5,02,901.87276093,8,901.87276093,1,0,0,0,2023021257weS:8AM-8PM,,0,05/05/2023
GROUPER GENUS (EPINEPHELUS),2023021257weS:8AM-8PM,2023112571594520230220,2023,12,1594520230220016,1,6,7,2,we,8835020400,0,2,0,0,0,2,0,0,0,0,5,02,392.16935354,8,392.16935354,2,0,0,0,2023021257weS:8AM-8PM,,0,05/05/2023
YELLOW JACK,2023021257weS:8AM-8PM,2023112571594520230220,2023,12,1594520230220016,1,6,7,2,we,8835280301,2.8556778858,0,0,3,0,0,1010.9099716,2.6580091881,0,0,5,02,392.16935354,8,392.16935354,2.8556778858,2.6580091881,1010.9099716,2.8556778858,2023021257weS:8AM-8PM,,0,05/05/2023
WHITE GRUNT,2023021257weS:8AM-8PM,2023112571594520230220,2023,12,1594520230220016,1,6,7,2,we,8835400102,21.893530458,0,0,23,0,0,5104.8415183,6.3491238327,0,0,5,02,392.16935354,8,392.16935354,21.893530458,6.3491238327,5104.8415183,21.893530458,2023021257weS:8AM-8PM,,0,05/05/2023
BLUESTRIPED GRUNT,2023021257weS:8AM-8PM,2023112571594520230220,2023,12,1594520230220016,1,6,7,2,we,8835400113,3.8075705144,0,0,4,0,0,833.85794264,0.8567033657,0,0,5,02,392.16935354,8,392.16935354,3.8075705144,0.8567033657,833.85794264,3.8075705144,2023021257weS:8AM-8PM,,0,05/05/2023
PORKFISH,2023021257weS:8AM-8PM,2023112571594520230220,2023,12,1594520230220016,1,6,7,2,we,8835400306,0,1,0,0,0,1,0,0,0,0,5,02,392.16935354,8,392.16935354,1,0,0,0,2023021257weS:8AM-8PM,,0,05/05/2023
JOLTHEAD PORGY,2023021257weS:8AM-8PM,2023112571594520230220,2023,12,1594520230220016,1,6,7,2,we,8835430502,0.9518926286,0,0,1,0,0,263.67425812,0.4949841669,0,0,5,02,392.16935354,8,392.16935354,0.9518926286,0.4949841669,263.67425812,0.9518926286,2023021257weS:8AM-8PM,,0,05/05/2023
GROUPER GENUS (EPINEPHELUS),2023021257weS:8AM-8PM,2023112571594520230220,2023,12,1594520230220017,1,6,7,2,we,8835020400,0,2,0,0,0,2,0,0,0,0,5,02,392.16935354,8,392.16935354,2,0,0,0,2023021257weS:8AM-8PM,,0,05/05/2023
PORKFISH,2023021257weS:8AM-8PM,2023112571594520230220,2023,12,1594520230220017,1,6,7,2,we,8835400306,0,1,0,0,0,1,0,0,0,0,5,02,392.16935354,8,392.16935354,1,0,0,0,2023021257weS:8AM-8PM,,0,05/05/2023
GROUPER GENUS (EPINEPHELUS),2023021257weS:8AM-8PM,2023112571594520230220,2023,12,1594520230220018,1,6,7,2,we,8835020400,0,2,0,0,0,2,0,0,0,0,5,02,392.16935354,8,392.16935354,2,0,0,0,2023021257weS:8AM-8PM,,0,05/05/2023
GRAY TRIGGERFISH,2023021257weS:8AM-8PM,2023112571594520230220,2023,12,1594520230220018,1,6,7,2,we,8860020201,0,1,0,0,0,1,0,0,0,0,5,02,392.16935354,8,392.16935354,1,0,0,0,2023021257weS:8AM-8PM,,0,05/05/2023
GROUPER GENUS (EPINEPHELUS),2023021257weS:8AM-8PM,2023112571594520230220,2023,12,1594520230220019,1,6,7,2,we,8835020400,0,2,0,0,0,2,0,0,0,0,5,02,392.16935354,8,392.16935354,2,0,0,0,2023021257weS:8AM-8PM,,0,05/05/2023
GRAY TRIGGERFISH,2023021257weS:8AM-8PM,2023112571594520230220,2023,12,1594520230220019,1,6,7,2,we,8860020201,0,1,0,0,0,1,0,0,0,0,5,02,392.16935354,8,392.16935354,1,0,0,0,2023021257weS:8AM-8PM,,0,05/05/2023
GROUPER GENUS (EPINEPHELUS),2023021257weS:8AM-8PM,2023112571594520230220,2023,12,1594520230220020,1,6,7,2,we,8835020400,0,2,0,0,0,2,0,0,0,0,5,02,392.16935354,8,392.16935354,2,0,0,0,2023021257weS:8AM-8PM,,0,05/05/2023
GROUPER GENUS (EPINEPHELUS),2023021257weS:8AM-8PM,2023112571594520230220,2023,12,1594520230220021,1,6,7,2,we,8835020400,0,2,0,0,0,2,0,0,0,0,5,02,392.16935354,8,392.16935354,2,0,0,0,2023021257weS:8AM-8PM,,0,05/05/2023
PORKFISH,2023021257weS:8AM-8PM,2023112571594520230220,2023,12,1594520230220021,1,6,7,2,we,8835400306,0,1,0,0,0,1,0,0,0,0,5,02,392.16935354,8,392.16935354,1,0,0,0,2023021257weS:8AM-8PM,,0,05/05/2023
GREATER AMBERJACK,2023021257weS:8AM-8PM,2023112571594520230220,2023,12,1594520230220022,1,6,7,2,we,8835280801,0.9518926286,0,0,1,0,0,790.07088173,7.0630433041,0,0,5,02,392.16935354,8,392.16935354,0.9518926286,7.0630433041,790.07088173,0.9518926286,2023021257weS:8AM-8PM,,0,05/05/2023
LITTLE TUNNY,2023021257weS:8AM-8PM,2023112571594520230220,2023,12,1594520230220022,1,6,7,2,we,8850030102,0.9518926286,0,0,1,0,0,276.04886229,0.3236434937,0,0,5,02,392.16935354,8,392.16935354,0.9518926286,0.3236434937,276.04886229,0.9518926286,2023021257weS:8AM-8PM,,0,05/05/2023
KING MACKEREL,2023021257weS:8AM-8PM,2023112571594520230220,2023,12,1594520230220022,1,6,7,2,we,8850030501,0.9518926286,0,0,1,0,0,692.97783361,2.798564328,0,0,5,02,392.16935354,8,392.16935354,0.9518926286,2.798564328,692.97783361,0.9518926286,2023021257weS:8AM-8PM,,0,05/05/2023
,2023021257weS:8AM-8PM,2023112571594520230220,2023,12,1594520230220023,1,6,7,2,we,,0,0,0,0,0,0,0,0,0,0,5,02,392.16935354,8,392.16935354,0,0,0,0,2023021257weS:8AM-8PM,,0,05/05/2023
,2023021257weS:8AM-8PM,2023112571594520230220,2023,12,1594520230220024,1,6,7,2,we,,0,0,0,0,0,0,0,0,0,0,5,02,392.16935354,8,392.16935354,0,0,0,0,2023021257weS:8AM-8PM,,0,05/05/2023
,2023021257weS:8AM-8PM,2023112571594520230220,2023,12,1594520230220025,1,6,7,2,we,,0,0,0,0,0,0,0,0,0,0,5,02,392.16935354,8,392.16935354,0,0,0,0,2023021257weS:8AM-8PM,,0,05/05/2023
MUTTON SNAPPER,2023021257weS:8AM-8PM,2023112571594520230220,2023,12,1594520230220026,1,6,7,2,we,8835360103,1.9037852572,0,0,2,0,0,916.67260133,3.7123812515,0,0,5,02,392.16935354,8,392.16935354,1.9037852572,3.7123812515,916.67260133,1.9037852572,2023021257weS:8AM-8PM,,0,05/05/2023
YELLOWTAIL SNAPPER,2023021257weS:8AM-8PM,2023112571594520230220,2023,12,1594520230220026,1,6,7,2,we,8835360401,26.6529936,2,0,28,0,2,8833.9866567,15.695651787,0,0,5,02,392.16935354,8,392.16935354,28.6529936,15.695651787,8833.9866567,26.6529936,2023021257weS:8AM-8PM,,0,05/05/2023
YELLOWTAIL SNAPPER,2023021257weS:8AM-8PM,2023112571594520230220,2023,12,1594520230220027,1,6,7,2,we,8835360401,0,2,0,0,0,2,0,0,0,0,5,02,392.16935354,8,392.16935354,2,0,0,0,2023021257weS:8AM-8PM,,0,05/05/2023
YELLOWTAIL SNAPPER,2023021257weS:8AM-8PM,2023112571594520230220,2023,12,1594520230220028,1,6,7,2,we,8835360401,0,1,0,0,0,1,0,0,0,0,5,02,392.16935354,8,392.16935354,1,0,0,0,2023021257weS:8AM-8PM,,0,05/05/2023
,2023021257wdS:8AM-8PM,2023112571594520230227,2023,12,1594520230227003,1,6,7,2,wd,,0,0,0,0,0,0,0,0,0,0,5,02,1385.3632521,8,1385.3632521,0,0,0,0,2023021257wdS:8AM-8PM,,0,05/05/2023
,2023021257wdS:8AM-8PM,2023112571594520230227,2023,12,1594520230227004,1,6,7,2,wd,,0,0,0,0,0,0,0,0,0,0,5,02,1385.3632521,8,1385.3632521,0,0,0,0,2023021257wdS:8AM-8PM,,0,05/05/2023
SEATROUT GENUS,2023011277weS:8AM-8PM,2023112771515620230101,2023,12,1515620230101002,1,6,7,5,we,8835440100,0,3,0,0,0,3,0,0,0,0,7,01,2324.2445542,8,2324.2445542,3,0,0,0,2023011277weS:8AM-8PM,,0,05/05/2023
SAND SEATROUT,2023011277weS:8AM-8PM,2023112771515620230101,2023,12,1515620230101002,1,6,7,5,we,8835440106,0.9865620106,0,0,1,0,0,349.24295174,0.4538185249,0,0,7,01,2324.2445542,8,2324.2445542,0.9865620106,0.4538185249,349.24295174,0.9865620106,2023011277weS:8AM-8PM,,0,05/05/2023
SPOTTED SEATROUT,2023011277weS:8AM-8PM,2023112771515620230101,2023,12,1515620230101003,1,6,7,5,we,8835440102,0,5,0,0,0,5,0,0,0,0,7,01,6726.8253338,8,6726.8253338,5,0,0,0,2023011277weS:8AM-8PM,,0,05/05/2023
RED DRUM,2023011277weS:8AM-8PM,2023112771515620230101,2023,12,1515620230101003,1,6,7,5,we,8835440901,1.9647782252,4,0,2,0,4,980.42433439,2.8489284266,0,0,7,01,6726.8253338,8,6726.8253338,5.9647782252,2.8489284266,980.42433439,1.9647782252,2023011277weS:8AM-8PM,,0,05/05/2023
LEFTEYE FLOUNDER GENUS,2023011277weS:8AM-8PM,2023112771515620230101,2023,12,1515620230101003,1,6,7,5,we,8857030300,0,1,0,0,0,1,0,0,0,0,7,01,6726.8253338,8,6726.8253338,1,0,0,0,2023011277weS:8AM-8PM,,0,05/05/2023
SPOTTED SEATROUT,2023011277weS:8AM-8PM,2023112771515620230101,2023,12,1515620230101004,1,6,7,5,we,8835440102,0,1,0,0,0,1,0,0,0,0,7,01,2324.2445542,8,2324.2445542,1,0,0,0,2023011277weS:8AM-8PM,,0,05/05/2023
RED DRUM,2023011277weS:8AM-8PM,2023112771515620230101,2023,12,1515620230101004,1,6,7,5,we,8835440901,0,2,0,0,0,2,0,0,0,0,7,01,2324.2445542,8,2324.2445542,2,0,0,0,2023011277weS:8AM-8PM,,0,05/05/2023
SEATROUT GENUS,2023011277weS:8AM-8PM,2023112771515620230101,2023,12,1515620230101005,1,6,7,5,we,8835440100,0,1,0,0,0,1,0,0,0,0,7,01,6726.8253338,8,6726.8253338,1,0,0,0,2023011277weS:8AM-8PM,,0,05/05/2023
,2023011277weS:8AM-8PM,2023112771515620230106,2023,12,1515620230106001,1,6,7,5,we,,0,0,0,0,0,0,0,0,0,0,7,01,3415.6386191,8,3415.6386191,0,0,0,0,2023011277weS:8AM-8PM,,0,05/05/2023
,2023011277weS:8AM-8PM,2023112771515620230106,2023,12,1515620230106002,1,6,7,5,we,,0,0,0,0,0,0,0,0,0,0,7,01,3415.6386191,8,3415.6386191,0,0,0,0,2023011277weS:8AM-8PM,,0,05/05/2023
GRAY SNAPPER,2023011277weS:8AM-8PM,2023112771515620230106,2023,12,1515620230106003,1,6,7,5,we,8835360102,0,1,0,0,0,1,0,0,0,0,7,01,3415.6386191,8,3415.6386191,1,0,0,0,2023011277weS:8AM-8PM,,0,05/05/2023
SHEEPSHEAD,2023011277weS:8AM-8PM,2023112771515620230106,2023,12,1515620230106003,1,6,7,5,we,8835430301,0.9888105753,0,0,1,0,0,292.68793029,0.5932863452,0,0,7,01,3415.6386191,8,3415.6386191,0.9888105753,0.5932863452,292.68793029,0.9888105753,2023011277weS:8AM-8PM,,0,05/05/2023
RED DRUM,2023011277weS:8AM-8PM,2023112771515620230106,2023,12,1515620230106004,1,6,7,5,we,8835440901,0,1,0,0,0,1,0,0,0,0,7,01,3415.6386191,8,3415.6386191,1,0,0,0,2023011277weS:8AM-8PM,,0,05/05/2023
LEFTEYE FLOUNDER GENUS,2023011277weS:8AM-8PM,2023112771515620230106,2023,12,1515620230106004,1,6,7,5,we,8857030300,0,4,0,0,0,4,0,0,0,0,7,01,3415.6386191,8,3415.6386191,4,0,0,0,2023011277weS:8AM-8PM,,0,05/05/2023
BULLHEAD CATFISH FAMILY,2023011277weS:8AM-8PM,2023112771515620230106,2023,12,1515620230106005,1,6,7,5,we,8777020000,0,1,0,0,0,1,0,0,0,0,7,01,6726.8253338,8,6726.8253338,1,0,0,0,2023011277weS:8AM-8PM,,0,05/05/2023
RED DRUM,2023011277weS:8AM-8PM,2023112771515620230106,2023,12,1515620230106005,1,6,7,5,we,8835440901,0,25,0,0,0,25,0,0,0,0,7,01,6726.8253338,8,6726.8253338,25,0,0,0,2023011277weS:8AM-8PM,,0,05/05/2023
,2023011277weS:8AM-8PM,2023112771515620230106,2023,12,1515620230106006,1,6,7,5,we,,0,0,0,0,0,0,0,0,0,0,7,01,3415.6386191,8,3415.6386191,0,0,0,0,2023011277weS:8AM-8PM,,0,05/05/2023
SEATROUT GENUS,2023011277weS:8AM-8PM,2023112771515620230129,2023,12,1515620230129001,1,6,7,5,we,8835440100,0,4,0,0,0,4,0,0,0,0,7,01,478.25690343,8,478.25690343,4,0,0,0,2023011277weS:8AM-8PM,,0,05/05/2023
SPOTTED SEATROUT,2023011277weS:8AM-8PM,2023112771515620230129,2023,12,1515620230129001,1,6,7,5,we,8835440102,0,2,0,0,0,2,0,0,0,0,7,01,478.25690343,8,478.25690343,2,0,0,0,2023011277weS:8AM-8PM,,0,05/05/2023
RED DRUM,2023011277weS:8AM-8PM,2023112771515620230129,2023,12,1515620230129001,1,6,7,5,we,8835440901,0,1,0,0,0,1,0,0,0,0,7,01,478.25690343,8,478.25690343,1,0,0,0,2023011277weS:8AM-8PM,,0,05/05/2023
RED DRUM,2023011277weS:8AM-8PM,2023112771515620230129,2023,12,1515620230129002,1,6,7,5,we,8835440901,0,2,0,0,0,2,0,0,0,0,7,01,280.11317318,8,280.11317318,2,0,0,0,2023011277weS:8AM-8PM,,0,05/05/2023
ATLANTIC TARPON,2023011277weS:8AM-8PM,2023112771515620230129,2023,12,1515620230129003,1,6,7,5,we,8738020201,0,1,0,0,0,1,0,0,0,0,7,01,280.11317318,8,280.11317318,1,0,0,0,2023011277weS:8AM-8PM,,0,05/05/2023
SPOTTED SEATROUT,2023011277weS:8AM-8PM,2023112771515620230129,2023,12,1515620230129003,1,6,7,5,we,8835440102,0.9352083982,2,0,1,0,2,362.86085852,0.4489000312,0,0,7,01,280.11317318,8,280.11317318,2.9352083982,0.4489000312,362.86085852,0.9352083982,2023011277weS:8AM-8PM,,0,05/05/2023
RED DRUM,2023011277weS:8AM-8PM,2023112771515620230129,2023,12,1515620230129003,1,6,7,5,we,8835440901,1.8704167965,6,0,2,0,6,925.85631426,2.5811751791,0,0,7,01,280.11317318,8,280.11317318,7.8704167965,2.5811751791,925.85631426,1.8704167965,2023011277weS:8AM-8PM,,0,05/05/2023
RED DRUM,2023011277weS:8AM-8PM,2023112771515620230129,2023,12,1515620230129004,1,6,7,5,we,8835440901,0,6,0,0,0,6,0,0,0,0,7,01,280.11317318,8,280.11317318,6,0,0,0,2023011277weS:8AM-8PM,,0,05/05/2023
RED DRUM,2023011277weS:8AM-8PM,2023112771515620230129,2023,12,1515620230129005,1,6,7,5,we,8835440901,0.9352083982,2,0,1,0,2,513.42941064,1.4776292692,0,0,7,01,280.11317318,8,280.11317318,2.9352083982,1.4776292692,513.42941064,0.9352083982,2023011277weS:8AM-8PM,,0,05/05/2023
LEFTEYE FLOUNDER GENUS,2023011277weS:8AM-8PM,2023112771515620230129,2023,12,1515620230129005,1,6,7,5,we,8857030300,0,2,0,0,0,2,0,0,0,0,7,01,280.11317318,8,280.11317318,2,0,0,0,2023011277weS:8AM-8PM,,0,05/05/2023
RED DRUM,2023011277weS:8AM-8PM,2023112771515620230129,2023,12,1515620230129006,1,6,7,5,we,8835440901,0.930115573,5,0,1,0,5,454.82651522,1.209150245,0,0,7,01,257.64173014,8,257.64173014,5.930115573,1.209150245,454.82651522,0.930115573,2023011277weS:8AM-8PM,,0,05/05/2023
,2023011277weS:8AM-8PM,2023112771515620230129,2023,12,1515620230129007,1,6,7,5,we,,0,0,0,0,0,0,0,0,0,0,7,01,345.47787375,8,345.47787375,0,0,0,0,2023011277weS:8AM-8PM,,0,05/05/2023
RED DRUM,2023011277weS:8AM-8PM,2023112771515620230129,2023,12,1515620230129008,1,6,7,5,we,8835440901,0,1,0,0,0,1,0,0,0,0,7,01,345.47787375,8,345.47787375,1,0,0,0,2023011277weS:8AM-8PM,,0,05/05/2023
SHEEPSHEAD,2023021277wdS:8AM-8PM,2023112771515620230214,2023,12,1515620230214001,1,6,7,5,wd,8835430301,1,0,0,1,0,0,400,1.82,0,0,7,02,11163.677738,8,11163.677738,1,1.82,400,1,2023021277wdS:8AM-8PM,,0,05/05/2023
OYSTER TOADFISH,2023021277wdS:8AM-8PM,2023112771515620230214,2023,12,1515620230214002,1,6,7,5,wd,8783010201,0,1,0,0,0,1,0,0,0,0,7,02,11163.677738,8,11163.677738,1,0,0,0,2023021277wdS:8AM-8PM,,0,05/05/2023
BLACK SEA BASS,2023021277wdS:8AM-8PM,2023112771515620230214,2023,12,1515620230214003,1,6,7,5,wd,8835020301,0,1,0,0,0,1,0,0,0,0,7,02,9654.4076372,8,9654.4076372,1,0,0,0,2023021277wdS:8AM-8PM,,0,05/05/2023
,2023021277wdS:8AM-8PM,2023112771515620230214,2023,12,1515620230214004,1,6,7,5,wd,,0,0,0,0,0,0,0,0,0,0,7,02,9654.4076372,8,9654.4076372,0,0,0,0,2023021277wdS:8AM-8PM,,0,05/05/2023
STINGRAY FAMILY,2023021277weS:8AM-8PM,2023112771515620230225,2023,12,1515620230225001,1,6,7,5,we,8713050000,0,1,0,0,0,1,0,0,0,0,7,02,3632.7149974,8,3632.7149974,1,0,0,0,2023021277weS:8AM-8PM,,0,05/05/2023
RED DRUM,2023021277weS:8AM-8PM,2023112771515620230225,2023,12,1515620230225001,1,6,7,5,we,8835440901,0,2,0,0,0,2,0,0,0,0,7,02,3632.7149974,8,3632.7149974,2,0,0,0,2023021277weS:8AM-8PM,,0,05/05/2023
SEATROUT GENUS,2023021277weS:8AM-8PM,2023112771515620230225,2023,12,1515620230225003,1,6,7,5,we,8835440100,0,4,0,0,0,4,0,0,0,0,7,02,5408.0877747,8,5408.0877747,4,0,0,0,2023021277weS:8AM-8PM,,0,05/05/2023
HARDHEAD CATFISH,2023021277weS:8AM-8PM,2023112771515620230225,2023,12,1515620230225004,1,6,7,5,we,8777180202,0,1,0,0,0,1,0,0,0,0,7,02,5408.0877747,8,5408.0877747,1,0,0,0,2023021277weS:8AM-8PM,,0,05/05/2023
