prim2_common,prim1_common,strat_id,psu_id,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,MODE_ASG,ASG_CODE,month,kod,new_list,PRT_CODE,CELLTYPE,fshinsp_a,num_fish_a,fl_reg,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,ZIP,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,date_published
,COBIA,200316124502wd,15214200302121111443,,1,2,,3,0,111,111,Y,8,52,2,2,1521420030212002,1443,7,5,0,0,1,1,1,6,6,12,12,6,1,1,2003,,1521420030212,02,wd,,1521420030212001,,,,4,2,,ST LUCIE,20MAR200310:09,2,8,1,,,,8835260101,0,1,8,8,1631,34949,205.15919229,200316124502wd,,0,1521420030212001,05/04/2021
,COBIA,200316124502wd,15214200302121111443,,1,2,,3,0,111,63,O,5,10,2,2,1521420030212003,1443,7,5,0,0,1,1,1,6,0,12,26,6,1,1,2003,,1521420030212,02,wd,,1521420030212001,,,,4,2,,,20MAR200310:09,2,8,1,,,,8835260101,0,1,8,8,1632,48468,210.18286082,200316124502wd,,0,1521420030212001,05/04/2021
,COBIA,200316124502wd,15214200302121111443,,1,2,,3,0,111,63,O,5,10,2,2,1521420030212004,1443,7,5,0,0,1,1,1,6,0,12,26,6,1,1,2003,,1521420030212,02,wd,,1521420030212001,,,,4,2,,,20MAR200310:09,2,8,1,,,,8835260101,0,1,8,8,1633,48468,210.18286082,200316124502wd,,0,1521420030212001,05/04/2021
,COBIA,200316124502wd,15214200302121111443,,1,2,,3,0,111,111,Y,8,52,2,2,1521420030212005,1443,7,5,0,0,1,1,1,6,6,12,12,6,1,1,2003,,1521420030212,02,wd,,1521420030212001,,,,4,2,,ST LUCIE,20MAR200310:09,2,8,1,,,,8835260101,0,1,8,8,1634,34949,205.15919229,200316124502wd,,0,1521420030212001,05/04/2021
,COBIA,200316124502wd,15214200302121111443,,1,2,,3,0,111,111,Y,8,52,2,2,1521420030212006,1443,7,5,0,0,1,1,1,6,6,12,12,6,1,1,2003,,1521420030212,02,wd,,1521420030212001,,,,4,2,,ST LUCIE,20MAR200310:09,2,8,1,,,,8835260101,0,1,8,8,1635,34947,205.15919229,200316124502wd,,0,1521420030212001,05/04/2021
,,200316124501wd,1521520030103998,,1,2,,2,1,99,293,O,0,0,1,6,1521520030103013,8,7,5,0,0,0,0,1,4,6,12,13,6,1,1,2003,,1521520030103,01,wd,,1521520030103013,,,,4,2,,,20MAR200310:09,2,8,1,,,,0,0,1,8,8,1537,30286,13.942064635,200316124501wd,,0,1521520030103013,05/04/2021
,,200316124501wd,1521520030103998,0,1,2,,2,1,99,293,O,0,0,2,6,1521520030103014,8,7,5,2,0,0,1,1,4,6,12,13,6,1,1,2003,,1521520030103,01,wd,,1521520030103013,1,0,1,4,2,,,20MAR200310:09,2,8,1,,,,0,0,1,8,8,1538,30286,13.942064635,200316124501wd,,0,1521520030103014,05/04/2021
,,200316124501wd,1521520030103998,0,1,2,,2,1,99,293,O,0,0,2,6,1521520030103015,8,7,5,1,0,0,1,1,4,6,12,13,6,1,1,2003,,1521520030103,01,wd,,1521520030103013,1,0,1,4,2,,,20MAR200310:09,2,8,1,,,,0,0,1,8,8,1539,30286,13.942064635,200316124501wd,,0,1521520030103015,05/04/2021
,,200316124501wd,1521520030103998,0,1,2,,2,1,99,293,O,0,0,2,6,1521520030103016,8,7,5,1,0,0,1,1,4,6,12,13,6,1,1,2003,,1521520030103,01,wd,,1521520030103013,1,0,1,4,2,,,20MAR200310:09,2,8,1,,,,0,0,1,8,8,1540,30286,13.942064635,200316124501wd,,0,1521520030103016,05/04/2021
,,200316124501wd,1521520030103998,0,1,2,,1,5,99,9,O,0,0,1,7,1521520030103020,8,7,5,0,7,0,0,1,5,4,12,9,6,1,1,2003,,1521520030103,01,wd,,1521520030103020,1,1,0,4,2,,NEW HAVEN,20MAR200310:09,2,2,1,,,,0,0,1,8,2,1629,06450,13.942064635,200316124501wd,,0,1521520030103020,05/04/2021
,,200316124501wd,1521520030103998,,1,2,,3,0,99,9,O,0,0,2,7,1521520030103021,8,7,5,0,0,1,1,1,5,4,12,9,6,1,1,2003,,1521520030103,01,wd,,1521520030103020,,,,4,2,,NEW HAVEN,20MAR200310:09,2,8,1,,,,0,0,1,8,8,1630,06450,13.942064635,200316124501wd,,0,1521520030103020,05/04/2021
,,200316124501wd,1521520030103998,,1,2,,3,0,99,95,Y,0,0,2,7,1521520030103022,8,7,5,0,0,1,1,1,5,6,12,12,6,1,1,2003,,1521520030103,01,wd,,1521520030103020,,,,4,2,,ORANGE,20MAR200310:09,2,8,1,,,,0,0,1,8,8,1631,32837,13.608829513,200316124501wd,,0,1521520030103020,05/04/2021
,,200316124501wd,1521520030103998,,1,2,,3,0,99,95,Y,0,0,2,7,1521520030103023,8,7,5,0,0,1,1,1,5,6,12,12,6,1,1,2003,,1521520030103,01,wd,,1521520030103020,,,,4,2,,ORANGE,20MAR200310:09,2,8,1,,,,0,0,1,8,8,1632,32837,13.608829513,200316124501wd,,0,1521520030103020,05/04/2021
,,200316124501wd,1521520030103998,,1,2,,3,0,99,95,Y,0,0,2,7,1521520030103024,8,7,5,0,0,1,1,1,5,6,12,12,6,1,1,2003,,1521520030103,01,wd,,1521520030103020,,,,4,2,,ORANGE,20MAR200310:09,2,8,1,,,,0,0,1,8,8,1633,32837,13.608829513,200316124501wd,,0,1521520030103020,05/04/2021
,SAILFISH,200316124501we,152152003010499338,,1,2,,2,1,99,21,O,0,0,1,2.5,1521520030104007,338,7,5,0,0,0,0,1,6,6,12,13,6,1,1,2003,,1521520030104,01,we,,1521520030104007,,,,4,2,,,20MAR200310:09,2,8,1,,,,8850060101,0,1,8,8,1152,31211,5.0067848341,200316124501we,,0,1521520030104007,05/04/2021
,SAILFISH,200316124501we,152152003010499338,,1,2,,2,1,99,81,O,0,0,2,2.5,1521520030104008,338,7,5,0,0,0,1,1,6,0,12,54,6,1,1,2003,,1521520030104,01,we,,1521520030104007,,,,4,2,,,20MAR200310:09,2,8,1,,,,8850060101,0,1,8,8,1153,25801,5.0067848341,200316124501we,,0,1521520030104008,05/04/2021
,SAILFISH,200316124501we,152152003010499338,0,1,2,,1,2,99,81,O,0,0,2,2.5,1521520030104009,338,7,5,0,2,0,1,1,6,0,12,54,6,1,1,2003,,1521520030104,01,we,,1521520030104007,1,2,0,4,2,,,20MAR200310:09,2,2,1,,,,8850060101,0,1,8,2,1154,25801,5.0067848341,200316124501we,,0,1521520030104009,05/04/2021
,SAILFISH,200316124501we,152152003010499338,,1,2,,3,0,99,81,O,0,0,2,2.5,1521520030104010,338,7,5,0,0,1,1,1,6,0,12,54,6,1,1,2003,,1521520030104,01,we,,1521520030104007,,,,4,2,,,20MAR200310:09,2,8,1,,,,8850060101,0,1,8,8,1155,25801,5.0067848341,200316124501we,,0,1521520030104009,05/04/2021
,SAILFISH,200316124501we,152152003010499338,,1,2,,2,1,99,81,O,0,0,2,2.5,1521520030104011,338,7,5,0,0,0,1,1,6,0,12,54,6,1,1,2003,,1521520030104,01,we,,1521520030104007,,,,4,2,,,20MAR200310:09,2,8,1,,,,8850060101,0,1,8,8,1156,25801,5.0067848341,200316124501we,,0,1521520030104011,05/04/2021
,SAILFISH,200316124501we,152152003010499338,,1,2,,2,1,99,99,Y,0,0,2,2.5,1521520030104012,338,7,5,0,0,0,1,1,6,6,12,12,6,1,1,2003,,1521520030104,01,we,,1521520030104007,,,,4,2,,PALM BEACH,20MAR200310:09,2,8,1,,,,8850060101,0,1,8,8,1157,33469,4.8871155741,200316124501we,,0,1521520030104012,05/04/2021
,SAILFISH,200316124501we,152152003010499338,0,1,2,,1,5,99,127,O,0,0,1,3,1521520030104013,338,7,5,1,3,0,0,2,5,0,12,55,6,1,1,2003,,1521520030104,01,we,,1521520030104013,1,2,0,4,2,,,20MAR200310:09,2,2,1,,,,8850060101,0,1,8,2,1210,53147,21.702964926,200316124501we,,0,1521520030104013,05/04/2021
,SAILFISH,200316124501we,152152003010499338,0,1,2,,3,0,99,55,O,0,2,2,3,1521520030104014,338,7,5,1,0,1,1,2,5,5,12,36,6,1,1,2003,,1521520030104,01,we,,1521520030104013,1,,,4,2,,,20MAR200310:09,2,8,1,,,,8850060101,0,1,8,8,1211,14612,21.702964926,200316124501we,,0,1521520030104013,05/04/2021
,SAILFISH,200316124501we,152152003010499338,0,1,2,,3,0,99,99,Y,1,3,2,3,1521520030104015,338,7,5,1,0,1,1,2,5,6,12,12,6,1,1,2003,,1521520030104,01,we,,1521520030104013,1,,,4,2,,PALM BEACH,20MAR200310:09,2,8,1,,,,8850060101,0,1,8,8,1212,33458,21.184233277,200316124501we,,0,1521520030104013,05/04/2021
,SAILFISH,200316124501we,152152003010499338,0,1,2,,3,0,99,31,O,0,0,2,3,1521520030104016,338,7,5,1,0,1,1,2,5,0,12,17,6,1,1,2003,,1521520030104,01,we,,1521520030104013,1,,,4,2,,,20MAR200310:09,2,8,1,,,,8850060101,0,1,8,8,1213,60068,21.702964926,200316124501we,,0,1521520030104013,05/04/2021
,,200316124501we,1521520030125998,0,1,2,,1,6,99,95,Y,0,2,1,6.5,1521520030125018,8,7,5,1,1,0,0,1,6,6,12,12,6,1,1,2003,,1521520030125,01,we,,1521520030125018,1,7,0,4,2,,ORANGE,20MAR200310:09,2,2,1,,,,0,0,1,8,2,1536,32837,4.8871155741,200316124501we,,0,1521520030125018,05/04/2021
,,200316124501we,1521520030125998,,1,2,,3,0,99,95,Y,0,3,2,6.5,1521520030125019,8,7,5,0,0,1,1,1,6,6,12,12,6,1,1,2003,,1521520030125,01,we,,1521520030125018,,,,4,2,,ORANGE,20MAR200310:09,2,8,1,,,,0,0,1,8,8,1537,34787,4.8871155741,200316124501we,,0,1521520030125018,05/04/2021
,,200316124501we,1521520030125998,,1,2,,3,0,99,95,Y,0,12,2,6.5,1521520030125020,8,7,5,0,0,1,1,1,6,6,12,12,6,1,1,2003,,1521520030125,01,we,,1521520030125018,,,,4,2,,ORANGE,20MAR200310:09,2,8,1,,,,0,0,1,8,8,1538,34787,4.8871155741,200316124501we,,0,1521520030125018,05/04/2021
,,200316124501we,1521520030125998,,1,2,,3,0,99,95,Y,0,6,2,6.5,1521520030125021,8,7,5,0,0,1,1,1,6,6,12,12,6,1,1,2003,,1521520030125,01,we,,1521520030125018,,,,4,2,,ORANGE,20MAR200310:09,2,8,1,,,,0,0,1,8,8,1539,34787,4.8871155741,200316124501we,,0,1521520030125018,05/04/2021
,,200316124501we,1521520030125998,,1,2,,3,0,99,95,Y,98,998,2,6.5,1521520030125022,8,7,5,0,0,1,1,1,6,6,12,12,6,1,1,2003,,1521520030125,01,we,,1521520030125018,,,,4,2,,ORANGE,20MAR200310:09,2,8,1,,,,0,0,1,8,8,1540,34787,4.8871155741,200316124501we,,0,1521520030125018,05/04/2021
,,200316124501we,1521520030125998,,1,2,,3,0,99,95,Y,98,998,2,6.5,1521520030125023,8,7,5,0,0,1,1,2,6,6,12,12,6,1,1,2003,,1521520030125,01,we,,1521520030125018,,,,4,2,,ORANGE,20MAR200310:09,2,8,1,,,,0,0,1,8,8,1541,34787,21.184233277,200316124501we,,0,1521520030125018,05/04/2021
,,200316124502wd,152152003020399338,0,1,2,,1,4,99,9,O,24,36,1,3,1521520030203009,338,7,5,1,5,0,0,1,4,5,12,34,6,1,1,2003,,1521520030203,02,wd,,1521520030203009,1,12,0,4,2,,CAPE MAY,20MAR200310:09,2,2,1,,,,0,0,1,8,2,1230,08210,13.942064635,200316124502wd,,0,1521520030203009,05/04/2021
,,200316124502wd,152152003020399338,,1,2,,3,0,99,9,O,24,36,2,3,1521520030203010,338,7,5,0,0,1,1,1,4,5,12,34,6,1,1,2003,,1521520030203,02,wd,,1521520030203009,,,,4,2,,CAPE MAY,20MAR200310:09,2,8,1,,,,0,0,1,8,8,1231,08210,13.942064635,200316124502wd,,0,1521520030203009,05/04/2021
,,200316124502wd,152152003020399338,,1,2,,3,0,99,9,O,24,36,2,3,1521520030203011,338,7,5,0,0,1,1,1,4,5,12,34,6,1,1,2003,,1521520030203,02,wd,,1521520030203009,,,,4,2,,CAPE MAY,20MAR200310:09,2,8,1,,,,0,0,1,8,8,1232,08210,13.942064635,200316124502wd,,0,1521520030203009,05/04/2021
,,200316124502wd,152152003020399338,,1,2,,3,0,99,9,O,24,36,2,3,1521520030203012,338,7,5,0,0,1,1,1,4,5,12,34,6,1,1,2003,,1521520030203,02,wd,,1521520030203009,,,,4,2,,CAPE MAY,20MAR200310:09,2,8,1,,,,0,0,1,8,8,1233,08210,13.942064635,200316124502wd,,0,1521520030203009,05/04/2021
,COBIA,200316124502wd,1521520030220111288,0,1,2,,1,3,111,81,O,0,0,1,6,1521520030220031,288,7,5,3,4,0,0,1,3,0,12,26,6,1,1,2003,,1521520030220,02,wd,,1521520030220031,1,0,100,4,2,,,20MAR200310:09,2,2,1,,,,8835260101,0,1,2,2,1608,49546,210.18286082,200316124502wd,,0,1521520030220031,05/04/2021
,COBIA,200316124502wd,1521520030220111288,0,1,2,,3,0,111,81,O,0,0,2,6,1521520030220032,288,7,5,2,0,1,1,1,3,0,12,26,6,1,1,2003,,1521520030220,02,wd,,1521520030220031,1,,,4,2,,,20MAR200310:09,2,8,1,,,,8835260101,0,1,2,8,1609,49504,210.18286082,200316124502wd,,0,1521520030220031,05/04/2021
,COBIA,200316124502wd,1521520030220111288,0,1,2,,3,0,111,81,O,0,0,2,6,1521520030220033,288,7,5,2,0,1,1,1,3,0,12,26,6,1,1,2003,,1521520030220,02,wd,,1521520030220031,1,,,4,2,,,20MAR200310:09,2,8,1,,,,8835260101,0,1,2,8,1610,49341,210.18286082,200316124502wd,,0,1521520030220031,05/04/2021
,,200316124501wd,15292200301158581,0,1,2,,2,1,85,23,O,98,998,1,6,1529220030115001,81,7,5,1,0,0,0,1,2,4,12,25,6,1,1,2003,,1529220030115,01,wd,,1529220030115001,1,,,4,2,,PLYMOUTH,20MAR200310:09,2,8,1,,,,0,0,1,8,8,1257,02339,210.18286082,200316124501wd,,0,1529220030115001,05/04/2021
,,200316124501wd,15292200301158581,,1,2,,2,1,85,23,O,98,998,2,6,1529220030115002,81,7,5,0,0,0,1,1,2,4,12,25,6,1,1,2003,,1529220030115,01,wd,,1529220030115001,,,,4,2,,PLYMOUTH,20MAR200310:09,2,8,1,,,,0,0,1,8,8,1258,02339,210.18286082,200316124501wd,,0,1529220030115002,05/04/2021
,,200316124502wd,1529220030206111288,0,1,2,,1,1,111,111,Y,98,998,1,16,1529220030206012,288,7,5,0,2,0,0,1,4,6,12,12,6,1,1,2003,,1529220030206,02,wd,,1529220030206012,1,1,0,4,2,,ST LUCIE,20MAR200310:09,2,1,1,,,,0,0,1,8,8,1515,34983,205.15919229,200316124502wd,,0,1529220030206012,05/04/2021
,,200316124502wd,1529220030206111288,0,1,2,,1,1,111,111,Y,98,998,2,16,1529220030206013,288,7,5,0,1,0,1,1,4,6,12,12,6,1,1,2003,,1529220030206,02,wd,,1529220030206012,1,1,0,4,2,,ST LUCIE,20MAR200310:09,2,1,1,,,,0,0,1,8,8,1516,34983,205.15919229,200316124502wd,,0,1529220030206013,05/04/2021
,,200316124502wd,1529220030206111288,0,1,2,,1,1,111,111,Y,98,998,2,16,1529220030206014,288,7,5,0,2,0,1,1,4,6,12,12,6,1,1,2003,,1529220030206,02,wd,,1529220030206012,1,1,0,4,2,,ST LUCIE,20MAR200310:09,2,1,1,,,,0,0,1,8,8,1517,34983,205.15919229,200316124502wd,,0,1529220030206014,05/04/2021
,,200316124502wd,1529220030206111288,0,1,2,,1,1,111,111,Y,98,998,2,16,1529220030206015,288,7,5,0,2,0,1,1,4,6,12,12,6,1,1,2003,,1529220030206,02,wd,,1529220030206012,1,1,0,4,2,,ST LUCIE,20MAR200310:09,2,1,1,,,,0,0,1,8,8,1518,34983,205.15919229,200316124502wd,,0,1529220030206015,05/04/2021
SAILFISH,DOLPHIN,200316124502wd,152922003022485294,0,1,2,,2,1,85,103,O,98,998,1,5,1529220030224001,294,7,5,1,0,0,0,1,4,5,12,36,6,1,1,2003,,1529220030224,02,wd,,1529220030224001,1,,,4,2,,SUFFOLK,20MAR200310:09,2,8,1,,,,8835290101,8850060101,1,8,8,1530,11950,66.149255738,200316124502wd,,0,1529220030224001,05/04/2021
SAILFISH,DOLPHIN,200316124502wd,152922003022485294,0,1,2,,2,1,85,103,O,98,998,2,5,1529220030224002,294,7,5,1,0,0,1,1,4,5,12,36,6,1,1,2003,,1529220030224,02,wd,,1529220030224001,1,,,4,2,,SUFFOLK,20MAR200310:09,2,8,1,,,,8835290101,8850060101,1,8,8,1531,11950,66.149255738,200316124502wd,,0,1529220030224002,05/04/2021
SAILFISH,DOLPHIN,200316124502wd,152922003022485294,0,1,2,,2,1,85,103,O,98,998,2,5,1529220030224003,294,7,5,1,0,0,1,1,4,5,12,36,6,1,1,2003,,1529220030224,02,wd,,1529220030224001,1,,,4,2,,SUFFOLK,20MAR200310:09,2,8,1,,,,8835290101,8850060101,1,8,8,1532,11950,66.149255738,200316124502wd,,0,1529220030224003,05/04/2021
SAILFISH,DOLPHIN,200316124502wd,152922003022485294,0,1,2,,2,1,85,103,O,98,998,2,5,1529220030224004,294,7,5,1,0,0,1,1,4,5,12,36,6,1,1,2003,,1529220030224,02,wd,,1529220030224001,1,,,4,2,,SUFFOLK,20MAR200310:09,2,8,1,,,,8835290101,8850060101,1,8,8,1533,11950,66.149255738,200316124502wd,,0,1529220030224004,05/04/2021
,,200316124502wd,152922003022485294,0,1,2,,1,1,85,53,O,98,998,1,7.5,1529220030224005,294,7,5,0,3,0,0,1,4,0,12,27,6,1,1,2003,,1529220030224,02,wd,,1529220030224005,1,3,0,4,2,,,20MAR200310:09,2,1,1,,,,0,0,1,8,8,1550,55316,66.149255738,200316124502wd,,0,1529220030224005,05/04/2021
,,200316124502wd,152922003022485294,0,1,2,,1,1,85,53,O,98,998,2,7.5,1529220030224006,294,7,5,0,2,0,1,1,4,0,12,27,6,1,1,2003,,1529220030224,02,wd,,1529220030224005,1,1,0,4,2,,,20MAR200310:09,2,1,1,,,,0,0,1,8,8,1551,55316,66.149255738,200316124502wd,,0,1529220030224006,05/04/2021
,,200316124502wd,152922003022485294,0,1,2,,1,1,85,53,O,98,998,2,7.5,1529220030224007,294,7,5,0,4,0,1,1,4,0,12,27,6,1,1,2003,,1529220030224,02,wd,,1529220030224005,1,4,0,4,2,,,20MAR200310:09,2,1,1,,,,0,0,1,8,8,1552,55316,66.149255738,200316124502wd,,0,1529220030224007,05/04/2021
,,200316124502wd,152922003022485294,0,1,2,,1,1,85,53,O,98,998,2,7.5,1529220030224008,294,7,5,0,4,0,1,1,4,0,12,27,6,1,1,2003,,1529220030224,02,wd,,1529220030224005,1,1,0,4,2,,,20MAR200310:09,2,1,1,,,,0,0,1,8,8,1553,55316,66.149255738,200316124502wd,,0,1529220030224008,05/04/2021
,,200316125501we,251122003012012790,0,1,2,,1,9,127,31,O,0,0,1,2,2511220030120001,90,7,5,1,17,0,0,1,9,0,12,17,6,1,1,2003,,2511220030120,01,we,,2511220030120001,1,16,0,5,1,,,20MAR200310:09,2,2,1,,,,0,0,1,8,2,1805,60422,20.021225106,200316125501we,,0,2511220030120001,05/04/2021
,,200316125501we,251122003012012790,,1,2,,3,0,127,31,O,0,0,2,2,2511220030120002,90,7,5,0,0,1,1,1,9,0,12,17,6,1,1,2003,,2511220030120,01,we,,2511220030120001,,,,5,2,,,20MAR200310:09,2,8,1,,,,0,0,1,8,8,1806,60422,20.021225106,200316125501we,,0,2511220030120001,05/04/2021
,,200316125501we,251122003012012790,,1,2,,3,0,127,31,O,0,0,2,2,2511220030120003,90,7,5,0,0,1,1,1,9,0,12,17,6,1,1,2003,,2511220030120,01,we,,2511220030120001,,,,5,2,,,20MAR200310:09,2,8,1,,,,0,0,1,8,8,1807,60422,20.021225106,200316125501we,,0,2511220030120001,05/04/2021
,,200316125501we,251122003012012790,0,1,2,,3,0,127,31,O,0,0,2,2,2511220030120004,90,7,5,1,0,1,1,1,9,0,12,17,6,1,1,2003,,2511220030120,01,we,,2511220030120001,1,,,5,2,,,20MAR200310:09,2,8,1,,,,0,0,1,8,8,1808,60422,20.021225106,200316125501we,,0,2511220030120001,05/04/2021
,,200316125501we,251122003012012790,,1,2,,3,0,127,31,O,0,0,2,2,2511220030120005,90,7,5,0,0,1,1,1,9,0,12,17,6,1,1,2003,,2511220030120,01,we,,2511220030120001,,,,5,2,,,20MAR200310:09,2,8,1,,,,0,0,1,8,8,1809,60422,20.021225106,200316125501we,,0,2511220030120001,05/04/2021
,,200316125501we,251122003012012790,,1,2,,3,0,127,31,O,0,0,2,2,2511220030120006,90,7,5,0,0,1,1,1,9,0,12,17,6,1,1,2003,,2511220030120,01,we,,2511220030120001,,,,5,2,,,20MAR200310:09,2,8,1,,,,0,0,1,8,8,1810,60422,20.021225106,200316125501we,,0,2511220030120001,05/04/2021
,,200316125501we,251122003012012790,,1,2,,3,0,127,31,O,0,0,2,2,2511220030120007,90,7,5,0,0,1,1,1,9,0,12,17,6,1,1,2003,,2511220030120,01,we,,2511220030120001,,,,5,2,,,20MAR200310:09,2,8,1,,,,0,0,1,8,8,1811,60422,20.021225106,200316125501we,,0,2511220030120001,05/04/2021
,,200316125501we,251122003012012790,,1,2,,3,0,127,31,O,0,0,2,2,2511220030120008,90,7,5,0,0,1,1,1,9,0,12,17,6,1,1,2003,,2511220030120,01,we,,2511220030120001,,,,5,2,,,20MAR200310:09,2,8,1,,,,0,0,1,8,8,1812,60422,20.021225106,200316125501we,,0,2511220030120001,05/04/2021
,,200316125501we,251122003012012790,,1,2,,3,0,127,31,O,0,0,2,2,2511220030120009,90,7,5,0,0,1,1,1,9,0,12,17,6,1,1,2003,,2511220030120,01,we,,2511220030120001,,,,5,2,,,20MAR200310:09,2,8,1,,,,0,0,1,8,8,1813,60422,20.021225106,200316125501we,,0,2511220030120001,05/04/2021
,,200316124501wd,123682003010999278,0,5,5,,1,2,99,99,Y,6,6,1,3,1236820030109001,278,7,5,4,3,0,0,1,2,6,12,12,6,1,1,2003,,1236820030109,01,wd,,1236820030109001,1,,,4,1,,PALM BEACH,20MAR200310:09,8,2,1,,,,0,0,1,8,2,1150,33462,7.5373545165,200316124501wd,,0,1236820030109001,05/04/2021
,,200316124501wd,123682003010999278,0,5,5,,3,0,99,99,Y,6,6,2,3,1236820030109002,278,7,5,1,0,1,1,1,2,6,12,12,6,1,1,2003,,1236820030109,01,wd,,1236820030109001,1,,,4,1,,PALM BEACH,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1152,33462,7.5373545165,200316124501wd,,0,1236820030109001,05/04/2021
,DOLPHIN,200316124501wd,123682003011385297,0,5,5,,1,2,85,29,O,8,21,1,6,1236820030113012,297,7,5,3,2,0,0,2,2,5,12,34,6,1,1,2003,,1236820030113,01,wd,,1236820030113012,1,,,4,1,,OCEAN,20MAR200310:09,8,2,1,,,,8835290101,0,1,8,2,1500,08008,158.81198422,200316124501wd,,0,1236820030113012,05/04/2021
,DOLPHIN,200316124501wd,123682003011385297,0,5,5,,3,0,85,29,O,8,21,2,6,1236820030113013,297,7,5,3,0,1,1,2,2,5,12,34,6,1,1,2003,,1236820030113,01,wd,,1236820030113012,1,,,4,1,,OCEAN,20MAR200310:09,8,8,1,,,,8835290101,0,1,8,8,1503,08008,158.81198422,200316124501wd,,0,1236820030113012,05/04/2021
,,200316124501wd,123682003013085297,0,5,5,,2,1,85,998,O,0,0,1,6,1236820030130013,297,7,5,1,0,0,0,2,2,0,12,99,6,2,1,2003,,1236820030130,01,wd,,1236820030130013,1,,,4,2,,,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1515,99997,158.81198422,200316124501wd,,0,1236820030130013,05/04/2021
,,200316124501wd,123682003013085297,0,5,5,,2,1,85,998,O,0,0,2,6,1236820030130014,297,7,5,2,0,0,1,2,2,0,12,99,6,1,1,2003,,1236820030130,01,wd,,1236820030130013,1,,,4,1,,,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1517,99997,158.81198422,200316124501wd,,0,1236820030130014,05/04/2021
,,200316124502we,12368200302169993,0,5,5,,2,1,99,47,O,0,0,1,4,1236820030216011,93,7,5,2,0,0,0,1,3,5,12,36,6,1,1,2003,,1236820030216,02,we,,1236820030216011,1,,,4,1,,KINGS,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1305,11228,2.7730461498,200316124502we,,0,1236820030216011,05/04/2021
,,200316124502we,12368200302169993,0,5,5,,2,1,99,47,O,2,6,2,4,1236820030216012,93,7,5,2,0,0,1,1,3,5,12,36,6,1,1,2003,,1236820030216,02,we,,1236820030216011,1,,,4,1,,KINGS,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1307,11214,2.7730461498,200316124502we,,0,1236820030216012,05/04/2021
,,200316124502we,12368200302169993,,5,5,,2,1,99,11,Y,1,6,2,4,1236820030216013,93,7,5,0,0,0,1,1,3,6,12,12,6,1,1,2003,,1236820030216,02,we,,1236820030216011,,,,4,1,,BROWARD,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1309,33314,2.706766413,200316124502we,,0,1236820030216013,05/04/2021
,,200316124501wd,151102003013061166,0,3,5,,2,1,61,61,Y,0,0,1,3,1511020030130001,166,7,5,3,0,0,0,1,2,6,12,12,6,1,1,2003,,1511020030130,01,wd,,1511020030130001,1,,,4,2,,INDIAN RIVER,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1205,32963,35.761589445,200316124501wd,,0,1511020030130001,05/04/2021
,,200316124501wd,151102003013061166,0,3,5,,2,1,61,113,O,0,0,2,3,1511020030130002,166,7,5,2,0,0,1,1,2,7,12,48,6,1,1,2003,,1511020030130,01,wd,,1511020030130001,1,,,4,2,,,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1206,75229,36.637272224,200316124501wd,,0,1511020030130002,05/04/2021
,LADYFISH,200316124501wd,151102003013061166,0,3,5,,2,1,61,67,O,3,15,1,4,1511020030130017,166,7,5,1,0,0,0,1,2,0,12,18,6,1,1,2003,,1511020030130,01,wd,,1511020030130017,1,,,4,2,,,20MAR200310:09,8,8,1,,,,8738010101,0,1,8,8,1602,46901,36.637272224,200316124501wd,,0,1511020030130017,05/04/2021
,LADYFISH,200316124501wd,151102003013061166,0,3,5,,2,1,61,67,O,3,3,2,4,1511020030130018,166,7,5,1,0,0,1,1,2,0,12,18,6,1,1,2003,,1511020030130,01,wd,,1511020030130017,1,,,4,2,,,20MAR200310:09,8,8,1,,,,8738010101,0,1,8,8,1603,46902,36.637272224,200316124501wd,,0,1511020030130018,05/04/2021
,RED DRUM,200316124501wd,151102003013061166,0,5,5,,2,1,61,163,O,0,0,1,8,1511020030130019,166,7,5,1,0,0,0,1,2,0,12,27,6,1,1,2003,,1511020030130,01,wd,,1511020030130019,1,,,4,2,,,20MAR200310:09,8,8,1,,,,8835440901,0,1,8,8,1614,55016,36.637272224,200316124501wd,,0,1511020030130019,05/04/2021
