prim2_common,prim1_common,strat_id,psu_id,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,MODE_ASG,NUM_TYP9,ASG_CODE,month,kod,new_list,PRT_CODE,CELLTYPE,fshinsp_a,num_fish_a,fl_reg,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,ZIP,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,date_published
,STRIPED BASS,200364448611wd,1625120031126931,,1,2,8,3,0,9,9,O,0,2,2,6,1625120031126008,31,7,6,0,0,1,1,1,6,4,44,9,4,1,6,2003,5,0,1625120031126,11,wd,,1625120031126003,,,,8,2,,NEW HAVEN,20040317,2,8,1,7,,,8835020102,,1,,8,1450,06405,32.220764789,200364448611wd,,0,1625120031126003,05/04/2021
,TAUTOG,200364448611wd,2290820031117931,0,1,2,7.5,1,6,9,3,O,0,2,1,5,2290820031117001,31,7,6,2,29,0,0,1,6,4,44,9,4,1,6,2003,2,0,2290820031117,11,wd,,2290820031117001,1,29,4,8,1,,HARTFORD,20040317,2,2,1,7,,,8839010101,,1,,2,1348,06053,32.220764789,200364448611wd,,0,2290820031117001,05/04/2021
,TAUTOG,200364448611wd,2290820031117931,0,1,2,7.5,3,0,9,3,O,0,2,2,5,2290820031117002,31,7,6,2,0,1,1,1,6,4,44,9,4,1,6,2003,2,0,2290820031117,11,wd,,2290820031117001,1,0,3,8,1,,HARTFORD,20040317,2,8,1,7,,,8839010101,,1,,8,1352,06109,32.220764789,200364448611wd,,0,2290820031117001,05/04/2021
,TAUTOG,200364448611wd,2290820031117931,0,1,2,7.5,3,0,9,3,O,1,8,2,5,2290820031117003,31,7,6,3,0,1,1,1,6,4,44,9,4,1,6,2003,2,0,2290820031117,11,wd,,2290820031117001,1,,,8,1,,HARTFORD,20040317,2,8,1,7,,,8839010101,,1,,8,1354,06033,32.220764789,200364448611wd,,0,2290820031117001,05/04/2021
,TAUTOG,200364448611wd,2290820031117931,0,1,2,7.5,3,0,9,3,O,3,15,2,4.5,2290820031117004,31,7,6,2,0,1,1,1,6,4,44,9,4,1,6,2003,2,0,2290820031117,11,wd,,2290820031117001,1,0,3,8,2,,HARTFORD,20040317,2,8,1,7,,,8839010101,,1,,8,1356,06040,32.220764789,200364448611wd,,0,2290820031117001,05/04/2021
,TAUTOG,200364448611wd,2290820031117931,0,1,2,7.5,3,0,9,3,O,0,15,2,5,2290820031117005,31,7,6,2,0,1,1,1,6,4,44,9,4,1,6,2003,2,0,2290820031117,11,wd,,2290820031117001,1,0,3,8,2,,HARTFORD,20040317,2,8,1,7,,,8839010101,,1,,8,1358,06040,32.220764789,200364448611wd,,0,2290820031117001,05/04/2021
,TAUTOG,200364448611wd,2290820031117931,0,1,2,8,2,1,9,37,O,1,6,1,6,2290820031117006,31,7,6,3,0,0,0,1,6,5,44,34,4,1,6,2003,2,0,2290820031117,11,wd,,2290820031117006,1,0,2,8,1,,,20040317,2,8,1,7,,,8839010101,,1,,8,1428,07461,32.220764789,200364448611wd,,0,2290820031117006,05/04/2021
,TAUTOG,200364448611wd,2290820031117931,0,1,2,8,2,1,9,13,O,4,6,2,6,2290820031117007,31,7,6,3,0,0,1,1,6,5,44,34,4,1,6,2003,2,0,2290820031117,11,wd,,2290820031117006,1,,,8,1,,ESSEX,20040317,2,8,1,7,,,8839010101,,1,,8,1430,07110,32.220764789,200364448611wd,,0,2290820031117007,05/04/2021
,TAUTOG,200364448611wd,2290820031117931,0,1,2,8,2,1,9,17,O,0,1,2,6,2290820031117008,31,7,6,3,0,0,1,1,6,5,44,34,4,1,6,2003,2,0,2290820031117,11,wd,,2290820031117006,1,0,1,8,1,,HUDSON,20040317,2,8,1,7,,,8839010101,,1,,8,1445,07002,32.220764789,200364448611wd,,0,2290820031117008,05/04/2021
,TAUTOG,200364448611wd,2290820031117931,0,1,2,8,2,1,9,17,O,0,2,2,5.5,2290820031117009,31,7,6,2,0,0,1,1,6,5,44,34,4,1,6,2003,2,0,2290820031117,11,wd,,2290820031117006,1,0,3,8,2,,HUDSON,20040317,2,8,1,7,,,8839010101,,1,,8,1447,07035,32.220764789,200364448611wd,,0,2290820031117009,05/04/2021
,TAUTOG,200364448611wd,2290820031117931,0,1,2,9.5,2,1,9,15,O,6,24,1,6,2290820031117015,31,6,6,1,0,0,0,1,27,4,44,9,4,1,6,2003,2,0,2290820031117,11,wd,,2290820031117015,1,0,10,8,1,,WINDHAM,20040317,2,8,1,6,,,8839010101,,1,,8,1541,06239,13.25132348,200364448611wd,,0,2290820031117015,05/04/2021
,TAUTOG,200364448611wd,2290820031117931,0,1,2,9.5,2,1,9,3,O,1,5,2,5.5,2290820031117016,31,6,6,2,0,0,1,1,27,5,44,34,4,1,6,2003,2,0,2290820031117,11,wd,,2290820031117015,1,0,6,8,2,,BERGEN,20040317,2,8,1,6,,,8839010101,,1,,8,1543,07652,13.25132348,200364448611wd,,0,2290820031117016,05/04/2021
,TAUTOG,200364448611wd,2290820031117931,0,1,2,9.5,2,1,9,103,O,20,40,2,6,2290820031117017,31,6,6,3,0,0,1,1,27,5,44,36,4,1,6,2003,2,0,2290820031117,11,wd,,2290820031117015,1,0,6,8,1,,SUFFOLK,20040317,2,8,1,6,,,8839010101,,1,,8,1546,11787,13.25132348,200364448611wd,,0,2290820031117017,05/04/2021
,TAUTOG,200364448611wd,2290820031117931,0,1,2,9.5,2,1,9,9,O,11,12,2,3,2290820031117018,31,6,6,2,0,0,1,1,27,4,44,9,4,1,6,2003,2,0,2290820031117,11,wd,,2290820031117015,1,0,8,8,1,,NEW HAVEN,20040317,2,8,1,6,,,8839010101,,1,,8,1609,06519,13.25132348,200364448611wd,,0,2290820031117018,05/04/2021
,TAUTOG,200364448611wd,2290820031117931,0,1,2,9.5,2,1,9,11,O,1,2,2,3,2290820031117019,31,6,6,2,0,0,1,1,27,4,44,9,4,1,6,2003,2,0,2290820031117,11,wd,,2290820031117015,1,0,6,8,2,,NEW LONDON,20040317,2,8,1,6,,,8839010101,,1,,8,1612,06385,13.25132348,200364448611wd,,0,2290820031117019,05/04/2021
TAUTOG,BLACK SEA BASS,200364448711we,10070200311169379,0,1,1,7,2,1,9,5,Y,15,25,1,6,1007020031116001,379,8,7,4,0,0,0,,2,4,44,44,4,1,6,2003,3,0,1007020031116,11,we,,1007020031116001,1,0,1,8,1,,NEWPORT,20040317,1,8,1,8,,,8835020301,8839010101,1,,8,1520,02835,470.87567299,200364448711we,,0,1007020031116001,05/04/2021
TAUTOG,BLACK SEA BASS,200364448711we,10070200311169379,,1,1,7,2,1,9,5,Y,15,25,2,6,1007020031116002,379,8,7,0,0,0,1,,2,4,44,44,4,1,6,2003,3,0,1007020031116,11,we,,1007020031116001,,,,8,1,,NEWPORT,20040317,1,8,1,8,,,8835020301,8839010101,1,,8,1530,02835,470.87567299,200364448711we,,0,1007020031116002,05/04/2021
,TAUTOG,200364448711we,10070200311169379,0,1,1,4,2,1,9,9,Y,20,50,1,3.5,1007020031116003,379,8,7,4,0,0,0,,2,4,44,44,4,1,6,2003,3,0,1007020031116,11,we,,1007020031116003,1,,,8,1,,WASHINGTON,20040317,1,8,1,8,,,8839010101,,1,,8,1615,02822,470.87567299,200364448711we,,0,1007020031116003,05/04/2021
,TAUTOG,200364448711we,10070200311169379,0,1,1,4,2,1,9,9,Y,20,40,2,3.5,1007020031116004,379,8,7,4,0,0,1,,2,4,44,44,4,1,6,2003,3,0,1007020031116,11,we,,1007020031116003,1,,,8,2,,WASHINGTON,20040317,1,8,1,8,,,8839010101,,1,,8,1625,02822,470.87567299,200364448711we,,0,1007020031116004,05/04/2021
,TAUTOG,200364448711wd,12908200311059125,0,1,1,3.5,1,2,9,9,Y,35,160,1,3,1290820031105003,125,8,7,1,1,0,0,,2,4,44,44,4,1,6,2003,3,0,1290820031105,11,wd,,1290820031105003,1,9,0,8,1,,WASHINGTON,20040317,1,2,1,8,,,8839010101,,1,,2,1304,02808,732.53765625,200364448711wd,,0,1290820031105003,05/04/2021
,TAUTOG,200364448711wd,12908200311059125,0,1,1,3.5,3,0,9,9,Y,20,70,2,3,1290820031105004,125,8,7,1,0,1,1,,2,4,44,44,4,1,6,2003,3,0,1290820031105,11,wd,,1290820031105003,1,,,8,1,,WASHINGTON,20040317,1,8,1,8,,,8839010101,,1,,8,1306,02808,732.53765625,200364448711wd,,0,1290820031105003,05/04/2021
,TAUTOG,200364448711wd,12908200311185142,0,1,1,3.5,1,2,5,5,Y,20,120,1,2.5,1290820031118001,142,8,7,1,12,0,0,,2,4,44,44,4,1,6,2003,3,0,1290820031118,11,wd,,1290820031118001,1,20,0,8,1,,NEWPORT,20040317,1,2,1,8,,,8839010101,,1,,2,1151,02827,732.53765625,200364448711wd,,0,1290820031118001,05/04/2021
,TAUTOG,200364448711wd,12908200311185142,0,1,1,3.5,3,0,5,5,Y,20,120,2,2.5,1290820031118002,142,8,7,1,0,1,1,,2,4,44,44,4,1,6,2003,3,0,1290820031118,11,wd,,1290820031118001,1,,,8,1,,NEWPORT,20040317,1,8,1,8,,,8839010101,,1,,8,1153,02827,732.53765625,200364448711wd,,0,1290820031118001,05/04/2021
,TAUTOG,200364448712wd,12908200312169125,0,1,1,4,2,1,9,9,Y,8,40,8,2,1290820031216001,125,8,7,2,0,0,0,,1,4,44,44,4,1,6,2003,3,0,1290820031216,12,wd,,1290820031216001,1,0,2,8,2,,WASHINGTON,20040317,1,8,1,8,,,8839010101,,1,,8,1331,02880,732.53765625,200364448712wd,,0,1290820031216001,05/04/2021
,STRIPED BASS,200364448711we,13063200311229128,0,1,1,5,2,1,9,7,Y,15,15,1,4,1306320031122006,128,8,7,1,0,0,0,,2,4,44,44,4,1,6,2003,1,0,1306320031122,11,we,,1306320031122006,1,,,8,1,,PROVIDENCE,20040317,1,8,1,8,,,8835020102,,1,,8,1615,02906,975.36366139,200364448711we,,0,1306320031122006,05/04/2021
,,200364448711we,13063200311229128,,1,1,5,2,1,9,7,Y,20,70,2,4,1306320031122007,128,8,7,0,0,0,1,,2,4,44,44,4,1,6,2003,1,0,1306320031122,11,we,,1306320031122006,,,,8,1,,PROVIDENCE,20040317,1,8,1,8,,,,,1,,8,1700,02903,975.36366139,200364448711we,,0,1306320031122007,05/04/2021
STRIPED BASS,BLUEFISH,200364448711we,1608920031101919,0,1,1,4,2,1,9,9,Y,0,5,1,3,1608920031101001,19,8,7,1,0,0,0,,4,4,44,44,4,1,6,2003,3,0,1608920031101,11,we,,1608920031101001,1,,,8,2,,WASHINGTON,20040317,1,8,1,8,,,8835250101,8835020102,1,,8,1425,02879,470.87567299,200364448711we,,0,1608920031101001,05/04/2021
STRIPED BASS,BLUEFISH,200364448711we,1608920031101919,0,1,1,4,2,1,9,9,Y,0,0,2,3,1608920031101002,19,8,7,1,0,0,1,,4,4,44,44,4,1,6,2003,3,0,1608920031101,11,we,,1608920031101001,1,,,8,2,,WASHINGTON,20040317,1,8,1,8,,,8835250101,8835020102,1,,8,1427,02879,470.87567299,200364448711we,,0,1608920031101002,05/04/2021
STRIPED BASS,BLUEFISH,200364448711we,1608920031101919,0,1,1,4,2,1,9,9,Y,0,0,2,3,1608920031101003,19,8,7,1,0,0,1,,4,4,44,44,4,1,6,2003,3,0,1608920031101,11,we,,1608920031101001,1,,,8,2,,WASHINGTON,20040317,1,8,1,8,,,8835250101,8835020102,1,,8,1430,02879,470.87567299,200364448711we,,0,1608920031101003,05/04/2021
STRIPED BASS,BLUEFISH,200364448711we,1608920031101919,0,1,1,4,2,1,9,9,Y,0,1,2,3,1608920031101004,19,8,7,1,0,0,1,,4,4,44,44,4,1,6,2003,3,0,1608920031101,11,we,,1608920031101001,1,,,8,2,,WASHINGTON,20040317,1,8,1,8,,,8835250101,8835020102,1,,8,1432,02879,470.87567299,200364448711we,,0,1608920031101004,05/04/2021
,BLUEFISH,200364448711we,1608920031101919,0,1,1,2,2,1,9,9,Y,2,25,1,1.5,1608920031101005,19,8,7,1,0,0,0,,2,4,44,44,4,1,6,2003,3,0,1608920031101,11,we,,1608920031101005,1,,,8,2,,WASHINGTON,20040317,1,8,1,8,,,8835250101,,1,,8,1538,02882,470.87567299,200364448711we,,0,1608920031101005,05/04/2021
,BLUEFISH,200364448711we,1608920031101919,0,1,1,2,2,1,9,9,Y,2,25,2,1.5,1608920031101006,19,8,7,1,0,0,1,,2,4,44,44,4,1,6,2003,3,0,1608920031101,11,we,,1608920031101005,1,,,8,2,,WASHINGTON,20040317,1,8,1,8,,,8835250101,,1,,8,1540,02882,470.87567299,200364448711we,,0,1608920031101006,05/04/2021
,BLUEFISH,200364448711we,1608920031101919,0,1,1,4,2,1,9,9,Y,3,55,1,2,1608920031101007,19,8,7,2,0,0,0,,2,4,44,44,4,1,6,2003,3,0,1608920031101,11,we,,1608920031101007,1,,,8,2,,WASHINGTON,20040317,1,8,1,8,,,8835250101,,1,,8,1612,02879,470.87567299,200364448711we,,0,1608920031101007,05/04/2021
,BLUEFISH,200364448711we,1608920031101919,0,1,1,4,2,1,9,9,Y,3,55,2,2,1608920031101008,19,8,7,2,0,0,1,,2,4,44,44,4,1,6,2003,3,0,1608920031101,11,we,,1608920031101007,1,,,8,2,,WASHINGTON,20040317,1,8,1,8,,,8835250101,,1,,8,1614,02879,470.87567299,200364448711we,,0,1608920031101008,05/04/2021
,STRIPED BASS,200364448711we,16089200311029414,0,1,1,6,2,1,9,7,Y,5,20,1,4,1608920031102001,414,8,7,3,0,0,0,,2,4,44,44,4,1,6,2003,3,0,1608920031102,11,we,,1608920031102001,1,0,1,8,1,,PROVIDENCE,20040317,1,8,1,8,,,8835020102,,1,,8,1449,02857,470.87567299,200364448711we,,0,1608920031102001,05/04/2021
,STRIPED BASS,200364448711we,16089200311029414,0,1,1,6,2,1,9,7,Y,5,20,2,4,1608920031102002,414,8,7,2,0,0,1,,2,4,44,44,4,1,6,2003,3,0,1608920031102,11,we,,1608920031102001,1,0,1,8,2,,PROVIDENCE,20040317,1,8,1,8,,,8835020102,,1,,8,1452,02857,470.87567299,200364448711we,,0,1608920031102002,05/04/2021
,TAUTOG,200364448711we,16089200311029414,0,1,1,6,2,1,9,7,Y,1,1,1,5.5,1608920031102003,414,8,7,2,0,0,0,,4,4,44,44,4,1,6,2003,3,0,1608920031102,11,we,,1608920031102003,1,0,5,8,2,,PROVIDENCE,20040317,1,8,1,8,,,8839010101,,1,,8,1523,02864,470.87567299,200364448711we,,0,1608920031102003,05/04/2021
,TAUTOG,200364448711we,16089200311029414,0,1,1,6,2,1,9,7,Y,1,1,2,5.5,1608920031102004,414,8,7,2,0,0,1,,4,4,44,44,4,1,6,2003,3,0,1608920031102,11,we,,1608920031102003,1,0,4,8,2,,PROVIDENCE,20040317,1,8,1,8,,,8839010101,,1,,8,1525,02864,470.87567299,200364448711we,,0,1608920031102004,05/04/2021
STRIPED BASS,BLUEFISH,200364448711we,16089200311029414,,1,1,2,2,1,9,9,Y,24,72,1,1.5,1608920031102005,414,8,7,0,0,0,0,,2,4,44,44,4,1,6,2003,3,0,1608920031102,11,we,,1608920031102005,,,,8,1,,WASHINGTON,20040317,1,8,1,8,,,8835250101,8835020102,1,,8,1558,02813,470.87567299,200364448711we,,0,1608920031102005,05/04/2021
STRIPED BASS,BLUEFISH,200364448711we,16089200311029414,,1,1,2,2,1,9,9,Y,24,72,2,1.5,1608920031102006,414,8,7,0,0,0,1,,2,4,44,44,4,1,6,2003,3,0,1608920031102,11,we,,1608920031102005,,,,8,1,,WASHINGTON,20040317,1,8,1,8,,,8835250101,8835020102,1,,8,1600,02813,470.87567299,200364448711we,,0,1608920031102006,05/04/2021
STRIPED BASS,BLUEFISH,200364448711we,16089200311029414,,1,1,1.5,2,1,9,9,Y,3,25,1,1,1608920031102007,414,8,7,0,0,0,0,,2,4,44,44,4,1,6,2003,3,0,1608920031102,11,we,,1608920031102007,,,,8,2,,WASHINGTON,20040317,1,8,1,8,,,8835250101,8835020102,1,,8,1633,02879,470.87567299,200364448711we,,0,1608920031102007,05/04/2021
STRIPED BASS,BLUEFISH,200364448711we,16089200311029414,,1,1,1.5,2,1,9,9,Y,3,25,2,1,1608920031102008,414,8,7,0,0,0,1,,2,4,44,44,4,1,6,2003,3,0,1608920031102,11,we,,1608920031102007,,,,8,2,,WASHINGTON,20040317,1,8,1,8,,,8835250101,8835020102,1,,8,1635,02879,470.87567299,200364448711we,,0,1608920031102008,05/04/2021
,TAUTOG,200364448711we,16089200311029414,0,1,1,3,2,1,9,9,Y,4,15,1,2.5,1608920031102009,414,8,7,2,0,0,0,,2,4,44,44,4,1,6,2003,3,0,1608920031102,11,we,,1608920031102009,1,0,5,8,2,,WASHINGTON,20040317,1,8,1,8,,,8839010101,,1,,8,1703,02879,470.87567299,200364448711we,,0,1608920031102009,05/04/2021
,TAUTOG,200364448711we,16089200311029414,0,1,1,3,2,1,9,9,Y,4,15,2,2.5,1608920031102010,414,8,7,2,0,0,1,,2,4,44,44,4,1,6,2003,3,0,1608920031102,11,we,,1608920031102009,1,0,5,8,2,,WASHINGTON,20040317,1,8,1,8,,,8839010101,,1,,8,1706,02879,470.87567299,200364448711we,,0,1608920031102010,05/04/2021
,STRIPED BASS,200364448711wd,16089200311079111,0,1,1,3,2,1,9,9,Y,8,30,1,2.5,1608920031107001,111,8,7,1,0,0,0,,2,4,44,44,4,1,6,2003,3,0,1608920031107,11,wd,,1608920031107001,1,,,8,2,,WASHINGTON,20040317,1,8,1,8,,,8835020102,,1,,8,1338,02879,1517.3657326,200364448711wd,,0,1608920031107001,05/04/2021
,STRIPED BASS,200364448711wd,16089200311079111,0,1,1,3,2,1,9,9,Y,8,60,2,2.5,1608920031107002,111,8,7,1,0,0,1,,2,4,44,44,4,1,6,2003,3,0,1608920031107,11,wd,,1608920031107001,1,,,8,2,,WASHINGTON,20040317,1,8,1,8,,,8835020102,,1,,8,1341,02879,1517.3657326,200364448711wd,,0,1608920031107002,05/04/2021
,BLUEFISH,200364448711wd,16089200311079110,0,1,1,1.5,2,1,9,9,Y,10,55,8,1,1608920031107003,110,8,7,1,0,0,0,,1,4,44,44,4,1,6,2003,3,0,1608920031107,11,wd,,1608920031107003,1,,,8,2,,WASHINGTON,20040317,1,8,1,8,,,8835250101,,1,,8,1545,02879,1517.3657326,200364448711wd,,0,1608920031107003,05/04/2021
,TAUTOG,200364448711we,1608920031109928,0,1,1,6.5,2,1,9,9,Y,59,175,1,3.5,1608920031109003,28,8,7,2,0,0,0,,3,4,44,44,4,1,6,2003,3,0,1608920031109,11,we,,1608920031109003,1,0,2,8,2,,WASHINGTON,20040317,1,8,1,8,,,8839010101,,1,,8,1506,02852,470.87567299,200364448711we,,0,1608920031109003,05/04/2021
,TAUTOG,200364448711we,1608920031109928,0,1,1,6.5,2,1,9,9,Y,6,40,2,3.5,1608920031109004,28,8,7,2,0,0,1,,3,4,44,44,4,1,6,2003,3,0,1608920031109,11,we,,1608920031109003,1,0,2,8,1,,WASHINGTON,20040317,1,8,1,8,,,8839010101,,1,,8,1508,02857,470.87567299,200364448711we,,0,1608920031109004,05/04/2021
,TAUTOG,200364448711we,1608920031109928,0,1,1,6.5,2,1,9,77,O,0,2,2,3.5,1608920031109005,28,8,7,2,0,0,1,,3,5,44,36,4,1,6,2003,3,0,1608920031109,11,we,,1608920031109003,1,0,2,8,1,,,20040317,1,8,1,8,,,8839010101,,1,,8,1510,12522,600.12175734,200364448711we,,0,1608920031109005,05/04/2021
,TAUTOG,200364448711we,1608920031109928,0,1,1,7,1,2,9,7,Y,16,60,1,4.5,1608920031109006,28,8,7,3,2,0,0,,2,4,44,44,4,1,6,2003,3,0,1608920031109,11,we,,1608920031109006,1,,,8,1,,PROVIDENCE,20040317,1,2,1,8,,,8839010101,,1,,2,1633,02814,470.87567299,200364448711we,,0,1608920031109006,05/04/2021
,TAUTOG,200364448711we,1608920031109928,0,1,1,7,3,0,9,7,Y,16,60,2,4.5,1608920031109007,28,8,7,3,0,1,1,,2,4,44,44,4,1,6,2003,3,0,1608920031109,11,we,,1608920031109006,1,,,8,2,,PROVIDENCE,20040317,1,8,1,8,,,8839010101,,1,,8,1635,02814,470.87567299,200364448711we,,0,1608920031109006,05/04/2021
,STRIPED BASS,200364448711we,16089200311169416,,1,1,2,2,1,9,9,Y,8,60,1,1,1608920031116001,416,8,7,0,0,0,0,,3,4,44,44,4,1,6,2003,3,0,1608920031116,11,we,,1608920031116001,,,,8,2,,WASHINGTON,20040317,1,8,1,8,,,8835020102,,1,,8,1430,02891,975.36366139,200364448711we,,0,1608920031116001,05/04/2021
,STRIPED BASS,200364448711we,16089200311169416,,1,1,2,2,1,9,9,Y,8,60,2,1,1608920031116002,416,8,7,0,0,0,1,,3,4,44,44,4,1,6,2003,3,0,1608920031116,11,we,,1608920031116001,,,,8,2,,WASHINGTON,20040317,1,8,1,8,,,8835020102,,1,,8,1432,02891,975.36366139,200364448711we,,0,1608920031116002,05/04/2021
,STRIPED BASS,200364448711we,16089200311169416,,1,1,2,2,1,9,9,Y,7,50,2,1,1608920031116003,416,8,7,0,0,0,1,,3,4,44,44,4,1,6,2003,3,0,1608920031116,11,we,,1608920031116001,,,,8,2,,WASHINGTON,20040317,1,8,1,8,,,8835020102,,1,,8,1434,02891,975.36366139,200364448711we,,0,1608920031116003,05/04/2021
,STRIPED BASS,200364448711wd,1608920031121916,0,1,1,5,2,1,9,9,Y,8,50,1,3.5,1608920031121001,16,8,7,1,0,0,0,,2,4,44,44,4,1,6,2003,3,0,1608920031121,11,wd,,1608920031121001,1,,,8,2,,WASHINGTON,20040317,1,8,1,8,,,8835020102,,1,,8,1340,02879,732.53765625,200364448711wd,,0,1608920031121001,05/04/2021
,STRIPED BASS,200364448711wd,1608920031121916,0,1,1,5,2,1,9,9,Y,8,50,2,3.5,1608920031121002,16,8,7,1,0,0,1,,2,4,44,44,4,1,6,2003,3,0,1608920031121,11,wd,,1608920031121001,1,,,8,2,,WASHINGTON,20040317,1,8,1,8,,,8835020102,,1,,8,1342,02879,732.53765625,200364448711wd,,0,1608920031121002,05/04/2021
,STRIPED BASS,200364448711wd,16089200311219414,,1,1,3,2,1,9,9,Y,7,55,1,2.5,1608920031121003,414,8,7,0,0,0,0,,3,4,44,44,4,1,6,2003,3,0,1608920031121,11,wd,,1608920031121003,,,,8,2,,WASHINGTON,20040317,1,8,1,8,,,8835020102,,1,,8,1515,02879,732.53765625,200364448711wd,,0,1608920031121003,05/04/2021
,STRIPED BASS,200364448711wd,16089200311219414,,1,1,3,2,1,9,9,Y,5,45,2,2.5,1608920031121004,414,8,7,0,0,0,1,,3,4,44,44,4,1,6,2003,3,0,1608920031121,11,wd,,1608920031121003,,,,8,2,,WASHINGTON,20040317,1,8,1,8,,,8835020102,,1,,8,1517,02879,732.53765625,200364448711wd,,0,1608920031121004,05/04/2021
,STRIPED BASS,200364448711wd,16089200311219414,,1,1,3,2,1,9,9,Y,7,55,2,2.5,1608920031121005,414,8,7,0,0,0,1,,3,4,44,44,4,1,6,2003,3,0,1608920031121,11,wd,,1608920031121003,,,,8,2,,WASHINGTON,20040317,1,8,1,8,,,8835020102,,1,,8,1519,02879,732.53765625,200364448711wd,,0,1608920031121005,05/04/2021
,STRIPED BASS,200364448711we,16167200311029414,,1,1,2.5,2,1,9,3,O,10,24,8,2,1616720031102001,414,8,7,0,0,0,0,,1,4,44,9,4,1,6,2003,2,0,1616720031102,11,we,,1616720031102001,,,,8,1,,HARTFORD,20040317,1,8,1,8,,,8835020102,,1,,8,1130,06479,600.12175734,200364448711we,,0,1616720031102001,05/04/2021
,TAUTOG,200364448711we,16167200311029414,0,1,1,3,2,1,9,9,Y,12,20,1,3,1616720031102002,414,8,7,2,0,0,0,,3,4,44,44,4,1,6,2003,2,0,1616720031102,11,we,,1616720031102002,1,,,8,1,,WASHINGTON,20040317,1,8,1,8,,,8839010101,,1,,8,1315,02082,470.87567299,200364448711we,,0,1616720031102002,05/04/2021
,TAUTOG,200364448711we,16167200311029414,,1,1,3,2,1,9,9,Y,5,30,2,3,1616720031102003,414,8,7,0,0,0,1,,3,4,44,44,4,1,6,2003,2,0,1616720031102,11,we,,1616720031102002,,,,8,1,,WASHINGTON,20040317,1,8,1,8,,,8839010101,,1,,8,1330,02879,470.87567299,200364448711we,,0,1616720031102003,05/04/2021
,TAUTOG,200364448711we,16167200311029414,,1,1,3,2,1,9,9,Y,0,10,2,3,1616720031102004,414,8,7,0,0,0,1,,3,4,44,44,4,1,6,2003,2,0,1616720031102,11,we,,1616720031102002,,,,8,2,,WASHINGTON,20040317,1,8,1,8,,,8839010101,,1,,8,1345,02879,470.87567299,200364448711we,,0,1616720031102004,05/04/2021
,STRIPED BASS,200364448711wd,1616720031104916,,1,1,4,2,1,9,9,Y,10,50,1,3,1616720031104001,16,8,7,0,0,0,0,,4,4,44,44,4,1,6,2003,5,0,1616720031104,11,wd,,1616720031104001,,,,8,1,,WASHINGTON,20040317,1,8,1,8,,,8835020102,,1,,8,1030,02879,732.53765625,200364448711wd,,0,1616720031104001,05/04/2021
,STRIPED BASS,200364448711wd,1616720031104916,,1,1,4,2,1,9,9,Y,4,10,2,3,1616720031104002,16,8,7,0,0,0,1,,4,4,44,44,4,1,6,2003,5,0,1616720031104,11,wd,,1616720031104001,,,,8,1,,WASHINGTON,20040317,1,8,1,8,,,8835020102,,1,,8,1130,02879,732.53765625,200364448711wd,,0,1616720031104002,05/04/2021
,STRIPED BASS,200364448711wd,1616720031104916,,1,1,4,2,1,9,9,Y,15,25,2,3,1616720031104003,16,8,7,0,0,0,1,,4,4,44,44,4,1,6,2003,5,0,1616720031104,11,wd,,1616720031104001,,,,8,1,,WASHINGTON,20040317,1,8,1,8,,,8835020102,,1,,8,1230,02882,732.53765625,200364448711wd,,0,1616720031104003,05/04/2021
,STRIPED BASS,200364448711wd,1616720031104916,,1,1,4,2,1,9,9,Y,25,60,2,3,1616720031104004,16,8,7,0,0,0,1,,4,4,44,44,4,1,6,2003,5,0,1616720031104,11,wd,,1616720031104001,,,,8,1,,WASHINGTON,20040317,1,8,1,8,,,8835020102,,1,,8,1340,02816,732.53765625,200364448711wd,,0,1616720031104004,05/04/2021
TAUTOG,STRIPED BASS,200364448711wd,1616720031104916,,1,1,4,2,1,9,9,Y,6,25,1,2.5,1616720031104005,16,8,7,0,0,0,0,,3,4,44,44,4,1,6,2003,5,0,1616720031104,11,wd,,1616720031104005,,,,8,1,,WASHINGTON,20040317,1,8,1,8,,,8835020102,8839010101,1,,8,1420,02879,732.53765625,200364448711wd,,0,1616720031104005,05/04/2021
TAUTOG,STRIPED BASS,200364448711wd,1616720031104916,,1,1,4,2,1,9,11,O,0,0,2,2.5,1616720031104006,16,8,7,0,0,0,1,,3,4,44,9,4,1,6,2003,5,0,1616720031104,11,wd,,1616720031104005,,,,8,2,,NEW LONDON,20040317,1,8,1,8,,,8835020102,8839010101,1,,8,1430,06348,933.60479379,200364448711wd,,0,1616720031104006,05/04/2021
