prim2_common,prim1_common,strat_id,psu_id,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,month,kod,MODE_ASG,new_list,PRT_CODE,CELLTYPE,fshinsp_a,num_fish_a,fl_reg,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,ZIP,AGE,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,date_published
,ATLANTIC COD,198734258705we,1101319870516956,0,1,1,,2,1,9,3,N,2,12,,5,1101319870516006,56,8,7,6,0,0,,,,4,25,25,4,1,3,1987,1101319870516,05,we,,,1101319870516006,1,0,10,8,1,,,08MAR92:09:17,1,8,1,,,,8791030402,,1,88,8,1540,1,44,4859.9726826,198734258705we,,0,1101319870516006,05/05/2021
,ATLANTIC COD,198734258705we,1101319870516956,0,1,1,,2,1,9,3,N,0,3,,5,1101319870516007,56,8,7,3,0,0,,,,4,25,25,4,1,3,1987,1101319870516,05,we,,,1101319870516007,1,0,10,8,1,,,08MAR92:09:17,1,8,1,,,,8791030402,,1,88,8,1545,1,57,4859.9726826,198734258705we,,0,1101319870516007,05/05/2021
,ATLANTIC COD,198734258705we,1101319870516956,0,1,1,,2,1,9,3,N,1,12,,5,1101319870516008,56,8,7,3,0,0,,,,4,25,25,4,1,3,1987,1101319870516,05,we,,,1101319870516008,1,0,10,8,1,,,08MAR92:09:17,1,8,1,,,,8791030402,,1,88,8,1550,1,44,4859.9726826,198734258705we,,0,1101319870516008,05/05/2021
,ATLANTIC COD,198734258705we,1101319870516956,0,1,1,,2,1,9,3,N,1,3,,5,1101319870516009,56,8,7,3,0,0,,,,4,25,25,4,1,3,1987,1101319870516,05,we,,,1101319870516009,1,0,10,8,1,,,08MAR92:09:17,1,8,1,,,,8791030402,,1,88,8,1555,1,47,4859.9726826,198734258705we,,0,1101319870516009,05/05/2021
,ATLANTIC COD,198734258706we,1101319870613917,0,1,1,,2,1,9,9,Y,1,8,,2,1101319870613001,17,8,7,2,0,0,,,,4,25,25,4,1,3,1987,1101319870613,06,we,,,1101319870613001,1,0,4,8,1,,,08MAR92:09:17,1,8,1,,,,8791030402,,1,88,8,1640,1,38,4047.4598781,198734258706we,,0,1101319870613001,05/05/2021
,,198734258706we,1101319870613917,0,1,1,,2,1,9,9,Y,1,12,,3.5,1101319870613002,17,8,7,3,0,0,,,,4,25,25,4,1,3,1987,1101319870613,06,we,,,1101319870613002,1,0,4,8,1,,,08MAR92:09:17,1,8,1,,,,,,1,88,8,1645,1,62,4047.4598781,198734258706we,,0,1101319870613002,05/05/2021
,,198734258706we,1101319870613917,0,1,1,,2,1,9,9,Y,10,100,,2.5,1101319870613003,17,8,7,2,0,0,,,,4,25,25,4,1,3,1987,1101319870613,06,we,,,1101319870613003,1,0,4,8,1,,,08MAR92:09:17,1,8,1,,,,,,1,88,8,1650,1,43,4047.4598781,198734258706we,,0,1101319870613003,05/05/2021
,,198734258706we,1101319870614986,,1,1,,2,1,9,9,Y,10,10,,4,1101319870614011,86,8,7,0,0,0,,,,4,25,25,4,1,3,1987,1101319870614,06,we,,,1101319870614011,,,,8,1,,,08MAR92:09:17,1,8,1,,,,,,1,88,8,1613,1,26,5698.6851075,198734258706we,,0,1101319870614011,05/05/2021
,,198734258706we,1101319870614986,0,1,1,,2,1,9,9,Y,2,2,,4,1101319870614012,86,8,7,1,0,0,,,,4,25,25,4,1,3,1987,1101319870614,06,we,,,1101319870614012,1,,,8,1,,,08MAR92:09:17,1,8,1,,,,,,1,88,8,1619,1,26,5698.6851075,198734258706we,,0,1101319870614012,05/05/2021
,BLUEFISH,198734258706wd,11017198706055484,0,1,1,,1,2,5,5,Y,10,36,,6,1101719870605003,484,8,7,0,10,0,,,,4,25,25,4,1,3,1987,1101719870605,06,wd,,,1101719870605003,1,11,0,8,1,,,08MAR92:09:17,1,2,1,,,,8835250101,,1,88,2,1550,1,60,3523.2023291,198734258706wd,,0,1101719870605003,05/05/2021
ATLANTIC COD,WINTER FLOUNDER,198734258705we,1103719870524915,,1,1,,2,1,9,11,N,3,3,,3,1103719870524001,15,8,7,0,0,0,,,,4,25,25,4,1,3,1987,1103719870524,05,we,,,1103719870524001,,,,8,1,,,08MAR92:09:17,1,8,1,,,,8857042001,8791030402,1,88,8,1610,1,47,4859.9726826,198734258705we,,0,1103719870524001,05/05/2021
,WINTER FLOUNDER,198734258705we,11037198705302594,0,1,1,,1,2,25,9,Y,5,12,,2,1103719870530007,94,8,7,1,4,0,,,,4,25,25,4,1,3,1987,1103719870530,05,we,,,1103719870530007,1,7,3,8,1,,,08MAR92:09:17,1,2,1,,,,8857042001,,1,88,2,1400,1,53,4047.4598781,198734258705we,,0,1103719870530007,05/05/2021
,WINTER FLOUNDER,198734258705we,11037198705302594,,1,1,,3,0,25,25,Y,5,12,,2,1103719870530008,94,8,7,0,0,1,,,,4,25,25,4,1,3,1987,1103719870530,05,we,,,1103719870530008,,,,8,1,,,08MAR92:09:17,1,8,1,,,,8857042001,,1,88,8,1410,1,23,4047.4598781,198734258705we,,0,1103719870530007,05/05/2021
WINTER FLOUNDER,ATLANTIC COD,198734258705we,11037198705302594,0,1,1,,1,1,25,17,Y,1,50,,4,1103719870530015,94,8,7,0,2,0,,,,4,25,25,4,1,3,1987,1103719870530,05,we,,,1103719870530015,1,2,0,8,1,,,08MAR92:09:17,1,1,1,,,,8791030402,8857042001,1,88,8,1515,1,98,4047.4598781,198734258705we,,0,1103719870530015,05/05/2021
ATLANTIC COD,WINTER FLOUNDER,198734258705we,110131987050995,,1,2,,2,1,9,17,Y,0,0,,3,1101319870509025,5,8,7,0,0,0,,,,4,25,25,4,2,3,1987,1101319870509,05,we,,,1101319870509025,,,,8,9,,,08MAR92:09:17,2,8,1,,,,8857042001,8791030402,1,88,8,1715,1,28,3148.9551591,198734258705we,,0,1101319870509025,05/05/2021
,WINTER FLOUNDER,198734258705we,110131987050995,,1,2,,2,1,9,17,Y,0,0,,3,1101319870509026,5,8,7,0,0,0,,,,4,25,25,4,1,3,1987,1101319870509,05,we,,,1101319870509026,,,,8,1,,,08MAR92:09:17,2,8,1,,,,8857042001,,1,88,8,1720,1,24,3148.9551591,198734258705we,,0,1101319870509026,05/05/2021
WINTER FLOUNDER,ATLANTIC COD,198734258705we,110131987050995,,1,2,,2,1,9,9,Y,0,8,,3,1101319870509027,5,8,7,0,0,0,,,,4,25,25,4,2,3,1987,1101319870509,05,we,,,1101319870509027,,,,8,9,,,08MAR92:09:17,2,8,1,,,,8791030402,8857042001,1,88,8,1722,1,35,3148.9551591,198734258705we,,0,1101319870509027,05/05/2021
,ATLANTIC MACKEREL,198734258706we,1101319870613917,0,1,2,,1,1,9,17,Y,12,80,,4,1101319870613004,17,8,7,1,10,0,,,,4,25,25,4,1,3,1987,1101319870613,06,we,,,1101319870613004,1,106,6,8,1,,,08MAR92:09:17,2,1,1,,,,8850030302,,1,88,8,1745,1,49,3148.9551591,198734258706we,,0,1101319870613004,05/05/2021
WINTER FLOUNDER,TAUTOG,198734258705wd,11017198705071560,0,1,2,,1,2,1,5,Y,2,16,,6,1101719870507002,560,8,7,0,15,0,,,,4,25,25,4,1,3,1987,1101719870507,05,wd,,,1101719870507002,1,40,0,8,1,,,08MAR92:09:17,2,2,1,,,,8839010101,8857042001,1,88,2,1450,1,60,4800.9159142,198734258705wd,,0,1101719870507002,05/05/2021
,TAUTOG,198734258705wd,11017198705071566,0,1,2,,1,4,1,21,Y,2,30,,8,1101719870507003,566,8,7,0,10,0,,,,4,25,25,4,1,3,1987,1101719870507,05,wd,,,1101719870507003,1,20,0,8,9,,,08MAR92:09:17,2,2,1,,,,8839010101,,1,88,2,1510,1,45,4800.9159142,198734258705wd,,0,1101719870507003,05/05/2021
,BLUEFISH,198734258706wd,11017198706055762,0,1,2,,1,2,5,5,Y,6,24,,8,1101719870605001,762,8,7,0,10,0,,,,4,25,25,4,1,3,1987,1101719870605,06,wd,,,1101719870605001,1,27,0,8,1,,,08MAR92:09:17,2,2,1,,,,8835250101,,1,88,2,1130,1,46,3859.3451111,198734258706wd,,0,1101719870605001,05/05/2021
,PORGY FAMILY,198734258706wd,11017198706055484,0,1,2,,1,2,5,5,O,5,20,,6,1101719870605004,484,8,7,0,11,0,,,,4,25,44,4,1,3,1987,1101719870605,06,wd,,,1101719870605004,1,10,0,8,1,,,08MAR92:09:17,2,2,1,,,,8835430000,,1,88,2,1650,1,55,2423.3510487,198734258706wd,,0,1101719870605004,05/05/2021
,BLUEFISH,198734258706wd,11017198706055484,0,1,2,,1,1,5,5,Y,4,12,,5,1101719870605005,484,8,7,0,5,0,,,,4,25,25,4,1,3,1987,1101719870605,06,wd,,,1101719870605005,1,5,0,8,1,,,08MAR92:09:17,2,1,1,,,,8835250101,,1,88,8,1700,1,45,2741.0787222,198734258706wd,,0,1101719870605005,05/05/2021
,ATLANTIC COD,198734258705we,1103719870524915,0,1,2,,2,1,9,9,Y,5,5,,4.5,1103719870524002,15,8,7,2,0,0,,,,4,25,25,4,1,3,1987,1103719870524,05,we,,,1103719870524002,1,0,25,8,1,,,08MAR92:09:17,2,8,1,,,,8791030402,,1,88,8,1630,1,99,4433.6211871,198734258705we,,0,1103719870524002,05/05/2021
,ATLANTIC COD,198734258705we,1103719870524915,,1,2,,2,1,9,17,Y,5,5,,4.5,1103719870524003,15,8,7,0,0,0,,,,4,25,25,4,1,3,1987,1103719870524,05,we,,,1103719870524003,,,,8,1,,,08MAR92:09:17,2,8,1,,,,8791030402,,1,88,8,1630,1,99,4433.6211871,198734258705we,,0,1103719870524003,05/05/2021
WINTER FLOUNDER,ATLANTIC COD,198734258705we,11037198705302594,0,1,2,,1,6,25,9,Y,4,50,,5,1103719870530001,94,8,7,6,13,0,,,,4,25,25,4,1,3,1987,1103719870530,05,we,,,1103719870530001,1,,,8,1,,,08MAR92:09:17,2,2,1,,,,8791030402,8857042001,1,88,2,1315,1,47,3148.9551591,198734258705we,,0,1103719870530001,05/05/2021
WINTER FLOUNDER,ATLANTIC COD,198734258705we,11037198705302594,,1,2,,3,0,25,9,Y,0,50,,5,1103719870530002,94,8,7,0,0,1,,,,4,25,25,4,1,3,1987,1103719870530,05,we,,,1103719870530002,,,,8,1,,,08MAR92:09:17,2,8,1,,,,8791030402,8857042001,1,88,8,1325,1,41,3148.9551591,198734258705we,,0,1103719870530001,05/05/2021
WINTER FLOUNDER,ATLANTIC COD,198734258705we,11037198705302594,,1,2,,3,0,25,9,Y,0,0,,5,1103719870530003,94,8,7,0,0,1,,,,4,25,25,4,1,3,1987,1103719870530,05,we,,,1103719870530003,,,,8,1,,,08MAR92:09:17,2,8,1,,,,8791030402,8857042001,1,88,8,1330,1,53,3148.9551591,198734258705we,,0,1103719870530001,05/05/2021
WINTER FLOUNDER,ATLANTIC COD,198734258705we,11037198705302594,,1,2,,3,0,25,17,Y,0,0,,5,1103719870530004,94,8,7,0,0,1,,,,4,25,25,4,1,3,1987,1103719870530,05,we,,,1103719870530004,,,,8,1,,,08MAR92:09:17,2,8,1,,,,8791030402,8857042001,1,88,8,1340,1,42,3148.9551591,198734258705we,,0,1103719870530001,05/05/2021
WINTER FLOUNDER,ATLANTIC COD,198734258705we,11037198705302594,,1,2,,3,0,25,9,Y,0,0,,5,1103719870530005,94,8,7,0,0,1,,,,4,25,25,4,1,3,1987,1103719870530,05,we,,,1103719870530005,,,,8,1,,,08MAR92:09:17,2,8,1,,,,8791030402,8857042001,1,88,8,1345,1,29,3148.9551591,198734258705we,,0,1103719870530001,05/05/2021
WINTER FLOUNDER,ATLANTIC COD,198734258705we,11037198705302594,,1,2,,3,0,25,9,Y,0,0,,5,1103719870530006,94,8,7,0,0,1,,,,4,25,25,4,1,3,1987,1103719870530,05,we,,,1103719870530006,,,,8,1,,,08MAR92:09:17,2,8,1,,,,8791030402,8857042001,1,88,8,1345,1,6,3148.9551591,198734258705we,,0,1103719870530001,05/05/2021
ATLANTIC COD,WINTER FLOUNDER,198734258705we,11037198705302594,0,1,2,,1,4,25,17,Y,1,15,,3,1103719870530011,94,8,7,0,14,0,,,,4,25,25,4,1,3,1987,1103719870530,05,we,,,1103719870530011,1,1,0,8,9,,,08MAR92:09:17,2,2,1,,,,8857042001,8791030402,1,88,2,1430,1,52,3148.9551591,198734258705we,,0,1103719870530011,05/05/2021
WINTER FLOUNDER,ATLANTIC COD,198734258705we,11037198705302594,,1,2,,3,0,25,17,Y,0,0,,3,1103719870530012,94,8,7,0,0,1,,,,4,25,25,4,1,3,1987,1103719870530,05,we,,,1103719870530012,,,,8,9,,,08MAR92:09:17,2,8,1,,,,8791030402,8857042001,1,88,8,1435,1,98,3148.9551591,198734258705we,,0,1103719870530011,05/05/2021
ATLANTIC COD,WINTER FLOUNDER,198734258705we,11037198705302594,,1,2,,3,0,25,17,Y,3,8,,3,1103719870530013,94,8,7,0,0,1,,,,4,25,25,4,1,3,1987,1103719870530,05,we,,,1103719870530013,,,,8,9,,,08MAR92:09:17,2,8,1,,,,8857042001,8791030402,1,88,8,1445,1,98,3148.9551591,198734258705we,,0,1103719870530011,05/05/2021
WINTER FLOUNDER,ATLANTIC COD,198734258705we,11037198705302594,,1,2,,3,0,25,17,Y,1,2,,3,1103719870530014,94,8,7,0,0,1,,,,4,25,25,4,1,3,1987,1103719870530,05,we,,,1103719870530014,,,,8,9,,,08MAR92:09:17,2,8,1,,,,8791030402,8857042001,1,88,8,1450,1,18,3148.9551591,198734258705we,,0,1103719870530011,05/05/2021
,WINTER FLOUNDER,198734258706we,110371987061323105,,1,2,,2,1,23,21,Y,3,15,,2,1103719870613001,105,8,7,0,0,0,,,,4,25,25,4,1,3,1987,1103719870613,06,we,,,1103719870613001,,,,8,9,,,08MAR92:09:17,2,8,1,,,,8857042001,,1,88,8,1345,1,46,1799.7698927,198734258706we,,0,1103719870613001,05/05/2021
,WINTER FLOUNDER,198734258706we,110371987061323105,0,1,2,,2,1,23,21,Y,1,24,,5,1103719870613002,105,8,7,1,0,0,,,,4,25,25,4,1,3,1987,1103719870613,06,we,,,1103719870613002,1,,,8,1,,,08MAR92:09:17,2,8,1,,,,8857042001,,1,88,8,1400,1,30,1799.7698927,198734258706we,,0,1103719870613002,05/05/2021
,WINTER FLOUNDER,198734258706we,110371987061323105,,1,2,,2,1,23,21,Y,1,15,,5,1103719870613003,105,8,7,0,0,0,,,,4,25,25,4,1,3,1987,1103719870613,06,we,,,1103719870613003,,,,8,1,,,08MAR92:09:17,2,8,1,,,,8857042001,,1,88,8,1405,1,30,1799.7698927,198734258706we,,0,1103719870613003,05/05/2021
WINTER FLOUNDER,ATLANTIC COD,198734258706we,110371987061323105,,1,2,,2,1,23,21,Y,1,36,,1,1103719870613004,105,8,7,0,0,0,,,,4,25,25,4,1,3,1987,1103719870613,06,we,,,1103719870613004,,,,8,1,,,08MAR92:09:17,2,8,1,,,,8791030402,8857042001,1,88,8,1425,1,60,1799.7698927,198734258706we,,0,1103719870613004,05/05/2021
,WINTER FLOUNDER,198734258706we,110371987061323105,,1,2,,2,1,23,25,Y,3,36,,1,1103719870613005,105,8,7,0,0,0,,,,4,25,25,4,1,3,1987,1103719870613,06,we,,,1103719870613005,,,,8,1,,,08MAR92:09:17,2,8,1,,,,8857042001,,1,88,8,1430,1,64,1799.7698927,198734258706we,,0,1103719870613005,05/05/2021
,WINTER FLOUNDER,198734258706we,110371987061323105,0,1,2,,1,2,23,21,Y,1,16,,4,1103719870613006,105,8,7,1,3,0,,,,4,25,25,4,1,3,1987,1103719870613,06,we,,,1103719870613006,1,3,0,8,1,,,08MAR92:09:17,2,2,1,,,,8857042001,,1,88,2,1445,1,27,1799.7698927,198734258706we,,0,1103719870613006,05/05/2021
,WINTER FLOUNDER,198734258706we,110371987061323105,,1,2,,3,0,23,21,Y,1,16,,4,1103719870613007,105,8,7,0,0,1,,,,4,25,25,4,1,3,1987,1103719870613,06,we,,,1103719870613007,,,,8,1,,,08MAR92:09:17,2,8,1,,,,8857042001,,1,88,8,1450,1,28,1799.7698927,198734258706we,,0,1103719870613006,05/05/2021
,WINTER FLOUNDER,198734258706we,110371987061323105,0,1,2,,1,3,23,111,O,1,2,,8.5,1103719870613008,105,8,7,1,13,0,,,,5,25,36,4,1,3,1987,1103719870613,06,we,,,1103719870613008,1,3,0,8,1,,,08MAR92:09:17,2,2,1,,,,8857042001,,1,88,2,1500,1,35,1591.1524984,198734258706we,,0,1103719870613008,05/05/2021
,WINTER FLOUNDER,198734258706we,110371987061323105,,1,2,,3,0,23,111,O,1,2,,8.5,1103719870613009,105,8,7,0,0,1,,,,5,25,36,4,1,3,1987,1103719870613,06,we,,,1103719870613009,,,,8,1,,,08MAR92:09:17,2,8,1,,,,8857042001,,1,88,8,1510,1,35,1591.1524984,198734258706we,,0,1103719870613008,05/05/2021
,WINTER FLOUNDER,198734258706we,110371987061323105,,1,2,,3,0,23,111,O,1,2,,8.5,1103719870613010,105,8,7,0,0,1,,,,5,25,36,4,1,3,1987,1103719870613,06,we,,,1103719870613010,,,,8,1,,,08MAR92:09:17,2,8,1,,,,8857042001,,1,88,8,1520,1,27,1591.1524984,198734258706we,,0,1103719870613008,05/05/2021
,WINTER FLOUNDER,198734258706we,110371987061323105,0,1,2,,1,2,23,27,O,2,6,,5,1103719870613011,105,8,7,1,2,0,,,,5,25,36,4,1,3,1987,1103719870613,06,we,,,1103719870613011,1,100,0,8,1,,,08MAR92:09:17,2,2,1,,,,8857042001,,1,88,2,1545,1,25,1591.1524984,198734258706we,,0,1103719870613011,05/05/2021
,WINTER FLOUNDER,198734258706we,110371987061323105,,1,2,,3,0,23,27,O,1,2,,,1103719870613012,105,8,7,0,0,1,,,,5,25,36,4,1,3,1987,1103719870613,06,we,,,1103719870613012,,,,8,1,,,08MAR92:09:17,2,8,1,,,,8857042001,,1,88,8,1550,1,52,1591.1524984,198734258706we,,0,1103719870613011,05/05/2021
,WINTER FLOUNDER,198734258706we,110371987061323105,0,1,2,,2,1,23,23,Y,12,24,,3,1103719870613013,105,8,7,1,0,0,,,,4,25,25,4,1,3,1987,1103719870613,06,we,,,1103719870613013,1,,,8,1,,,08MAR92:09:17,2,8,1,,,,8857042001,,1,88,8,1605,1,24,1799.7698927,198734258706we,,0,1103719870613013,05/05/2021
,WINTER FLOUNDER,198734258706we,110371987061323105,,1,2,,2,1,23,23,Y,12,24,,3,1103719870613014,105,8,7,0,0,0,,,,4,25,25,4,1,3,1987,1103719870613,06,we,,,1103719870613014,,,,8,1,,,08MAR92:09:17,2,8,1,,,,8857042001,,1,88,8,1610,0,99,1799.7698927,198734258706we,,0,1103719870613014,05/05/2021
,WINTER FLOUNDER,198734258706we,110371987061323105,0,1,2,,2,1,23,21,Y,4,20,,5,1103719870613015,105,8,7,3,0,0,,,,4,25,25,4,1,3,1987,1103719870613,06,we,,,1103719870613015,1,0,1,8,1,,,08MAR92:09:17,2,8,1,,,,8857042001,,1,88,8,1630,1,20,1799.7698927,198734258706we,,0,1103719870613015,05/05/2021
,WINTER FLOUNDER,198734258706we,110371987061323105,,1,2,,2,1,23,21,Y,4,20,,5,1103719870613016,105,8,7,0,0,0,,,,4,25,25,4,1,3,1987,1103719870613,06,we,,,1103719870613016,,,,8,1,,,08MAR92:09:17,2,8,1,,,,8857042001,,1,88,8,1635,1,98,1799.7698927,198734258706we,,0,1103719870613016,05/05/2021
,WINTER FLOUNDER,198734258706wd,110371987062621104,0,1,2,,1,2,21,13,N,1,2,,4,1103719870626009,104,8,7,1,5,0,,,,4,25,25,4,1,3,1987,1103719870626,06,wd,,,1103719870626009,1,,,8,1,,,08MAR92:09:17,2,2,1,,,,8857042001,,1,88,2,1400,1,49,4090.0646295,198734258706wd,,0,1103719870626009,05/05/2021
,WINTER FLOUNDER,198734258706wd,110371987062621104,,1,2,,3,0,21,13,N,1,2,,4,1103719870626010,104,8,7,0,0,1,,,,4,25,25,4,1,3,1987,1103719870626,06,wd,,,1103719870626010,,,,8,1,,,08MAR92:09:17,2,8,1,,,,8857042001,,1,88,8,1405,1,99,4090.0646295,198734258706wd,,0,1103719870626009,05/05/2021
,WINTER FLOUNDER,198734258706wd,110371987062621104,0,1,2,,2,1,21,119,O,5,60,,7,1103719870626013,104,8,7,2,0,0,,,,5,25,36,4,1,3,1987,1103719870626,06,wd,,,1103719870626013,1,,,8,1,,,08MAR92:09:17,2,8,1,,,,8857042001,,1,88,8,1430,1,36,4239.9996899,198734258706wd,,0,1103719870626013,05/05/2021
,WINTER FLOUNDER,198734258706wd,110371987062621104,0,1,2,,2,1,21,119,O,0,1,,7,1103719870626014,104,8,7,2,0,0,,,,5,25,36,4,1,3,1987,1103719870626,06,wd,,,1103719870626014,1,,,8,1,,,08MAR92:09:17,2,8,1,,,,8857042001,,1,88,8,1435,1,40,4239.9996899,198734258706wd,,0,1103719870626014,05/05/2021
,WINTER FLOUNDER,198734258706wd,110371987062621104,0,1,2,,2,1,21,47,O,0,1,,7,1103719870626016,104,8,7,2,0,0,,,,5,25,36,4,1,3,1987,1103719870626,06,wd,,,1103719870626016,1,,,8,1,,,08MAR92:09:17,2,8,1,,,,8857042001,,1,88,8,1520,1,48,4239.9996899,198734258706wd,,0,1103719870626016,05/05/2021
,WINTER FLOUNDER,198734258706wd,110371987062621104,0,1,2,,2,1,21,47,O,0,1,,7,1103719870626017,104,8,7,2,0,0,,,,5,25,36,4,1,3,1987,1103719870626,06,wd,,,1103719870626017,1,,,8,1,,,08MAR92:09:17,2,8,1,,,,8857042001,,1,88,8,1525,0,47,4239.9996899,198734258706wd,,0,1103719870626017,05/05/2021
,WINTER FLOUNDER,198734258706wd,110371987062621104,0,1,2,,2,1,21,47,O,0,1,,7,1103719870626018,104,8,7,1,0,0,,,,5,25,36,4,2,3,1987,1103719870626,06,wd,,,1103719870626018,1,0,2,8,9,,,08MAR92:09:17,2,8,1,,,,8857042001,,1,88,8,1530,1,46,4239.9996899,198734258706wd,,0,1103719870626018,05/05/2021
,WINTER FLOUNDER,198734258706wd,110371987062621104,0,1,2,,2,1,21,47,O,98,998,,1,1103719870626019,104,8,7,1,0,0,,,,5,25,36,4,1,3,1987,1103719870626,06,wd,,,1103719870626019,1,0,1,8,1,,,08MAR92:09:17,2,8,1,,,,8857042001,,1,88,8,1534,1,41,4239.9996899,198734258706wd,,0,1103719870626019,05/05/2021
,WINTER FLOUNDER,198734258706wd,110371987062621104,0,1,2,,2,1,21,47,O,0,1,,7,1103719870626020,104,8,7,1,0,0,,,,5,25,36,4,1,3,1987,1103719870626,06,wd,,,1103719870626020,1,0,1,8,9,,,08MAR92:09:17,2,8,1,,,,8857042001,,1,88,8,1540,1,99,4239.9996899,198734258706wd,,0,1103719870626020,05/05/2021
,WINTER FLOUNDER,198734258706wd,110371987062621104,,1,2,,2,1,21,47,O,0,0,,7,1103719870626021,104,8,7,0,0,0,,,,5,25,36,4,1,3,1987,1103719870626,06,wd,,,1103719870626021,,,,8,1,,,08MAR92:09:17,2,8,1,,,,8857042001,,1,88,8,1540,1,46,4239.9996899,198734258706wd,,0,1103719870626021,05/05/2021
WINTER FLOUNDER,STRIPED BASS,198734258705we,110131987050995,,3,5,,2,1,9,9,Y,3,100,,6,1101319870509024,5,8,7,0,0,0,,,,4,25,25,4,1,3,1987,1101319870509,05,we,,,1101319870509024,,,,8,1,,,08MAR92:09:17,8,8,1,,,,8835020102,8857042001,1,88,8,1700,1,46,15473.699136,198734258705we,,0,1101319870509024,05/05/2021
LARGEMOUTH BASS,AMERICAN SHAD,198734258705we,110131987050995,,3,5,,2,1,9,15,O,0,20,,1,1101319870509028,5,8,7,0,0,0,,,,4,25,33,4,1,3,1987,1101319870509,05,we,,,1101319870509028,,,,8,1,,,08MAR92:09:17,8,8,1,,,,8747010101,8835160602,1,88,8,1805,1,42,13680.090515,198734258705we,,0,1101319870509028,05/05/2021
,AMERICAN SHAD,198734258705we,110131987050995,,3,5,,2,1,9,15,O,0,20,,1.5,1101319870509029,5,8,7,0,0,0,,,,4,25,33,4,1,3,1987,1101319870509,05,we,,,1101319870509029,,,,8,1,,,08MAR92:09:17,8,8,1,,,,8747010101,,1,88,8,1810,1,45,13680.090515,198734258705we,,0,1101319870509029,05/05/2021
,,198734258706we,1101319870614986,0,4,5,,2,1,9,9,Y,0,4,,1.5,1101319870614001,86,8,7,2,0,0,,,,4,25,25,4,1,3,1987,1101319870614,06,we,,,1101319870614001,1,0,1,8,1,,,08MAR92:09:17,8,8,1,,,,,,1,88,8,1439,1,21,21786.439269,198734258706we,,0,1101319870614001,05/05/2021
,,198734258706we,1101319870614986,0,4,5,,2,1,9,17,Y,2,4,,4,1101319870614015,86,8,7,1,0,0,,,,4,25,25,4,1,3,1987,1101319870614,06,we,,,1101319870614015,1,,,8,1,,,08MAR92:09:17,8,8,1,,,,,,1,88,8,1750,1,37,21786.439269,198734258706we,,0,1101319870614015,05/05/2021
,WINTER FLOUNDER,198734258706wd,110371987062621104,0,4,5,,1,6,21,27,O,0,1,,5,1103719870626001,104,8,7,2,3,0,,,,5,25,36,4,1,3,1987,1103719870626,06,wd,,,1103719870626001,1,,,8,1,,,08MAR92:09:17,8,2,1,,,,8857042001,,1,88,2,1215,1,35,20834.999619,198734258706wd,,0,1103719870626001,05/05/2021
,WINTER FLOUNDER,198734258706wd,110371987062621104,0,4,5,,3,0,21,27,O,0,1,,5,1103719870626002,104,8,7,2,0,1,,,,5,25,36,4,1,3,1987,1103719870626,06,wd,,,1103719870626002,1,,,8,1,,,08MAR92:09:17,8,8,1,,,,8857042001,,1,88,8,1220,1,36,20834.999619,198734258706wd,,0,1103719870626001,05/05/2021
,WINTER FLOUNDER,198734258706wd,110371987062621104,0,4,5,,3,0,21,27,O,98,998,,5,1103719870626003,104,8,7,2,0,1,,,,5,25,36,4,1,3,1987,1103719870626,06,wd,,,1103719870626003,1,,,8,1,,,08MAR92:09:17,8,8,1,,,,8857042001,,1,88,8,1225,1,38,20834.999619,198734258706wd,,0,1103719870626001,05/05/2021
,WINTER FLOUNDER,198734258706wd,110371987062621104,0,4,5,,3,0,21,27,O,98,998,,5,1103719870626004,104,8,7,1,0,1,,,,5,25,36,4,1,3,1987,1103719870626,06,wd,,,1103719870626004,1,,,8,1,,,08MAR92:09:17,8,8,1,,,,8857042001,,1,88,8,1230,1,16,20834.999619,198734258706wd,,0,1103719870626001,05/05/2021
,WINTER FLOUNDER,198734258706wd,110371987062621104,0,4,5,,3,0,21,27,O,98,998,,5,1103719870626005,104,8,7,1,0,1,,,,5,25,36,4,1,3,1987,1103719870626,06,wd,,,1103719870626005,1,,,8,1,,,08MAR92:09:17,8,8,1,,,,8857042001,,1,88,8,1235,1,11,20834.999619,198734258706wd,,0,1103719870626001,05/05/2021
,WINTER FLOUNDER,198734258706wd,110371987062621104,0,4,5,,3,0,21,27,O,98,998,,5,1103719870626006,104,8,7,1,0,1,,,,5,25,36,4,1,3,1987,1103719870626,06,wd,,,1103719870626006,1,,,8,1,,,08MAR92:09:17,8,8,1,,,,8857042001,,1,88,8,1230,1,9,20834.999619,198734258706wd,,0,1103719870626001,05/05/2021
